customer_ID,plan
10046267,1033123
10046272,0122021
10046273,1023021
10046274,1033024
10046278,0133013
10046279,1012022
10046280,1023022
10046281,1132122
10046293,1122021
10046294,1032002
10046297,1033013
10046300,1131111
10046301,2011032
10046304,1033121
10046309,0123002
10046312,2032123
10046313,1133121
10046315,0011002
10046317,1111123
10046320,0023001
10046321,2133114
10046322,1032104
10046323,0023003
10046327,1133114
10046328,1133112
10046330,1132123
10046332,1133013
10046334,2043132
10046336,1112122
10046340,1133112
10046342,2011131
10046347,1033013
10046348,1013114
10046349,1112111
10046352,1122002
10046357,2011002
10046360,0022002
10046363,1133111
10046364,2033023
10046370,1133013
10046372,1122111
10046375,1033022
10046377,1113111
10046378,1013113
10046380,1033122
10046383,1033011
10046386,2023103
10046388,2013102
10046390,1022021
10046391,1011023
10046393,1111022
10046395,1033014
10046396,1033011
10046400,2113134
10046401,0033022
10046404,2023022
10046407,1133122
10046410,0022002
10046411,1022013
10046416,0013002
10046418,0011011
10046419,1012022
10046421,1111011
10046432,1133103
10046437,1013023
10046438,1123123
10046445,1133104
10046446,1011023
10046454,1133113
10046457,1111021
10046458,1043113
10046461,1111122
10046463,2013011
10046467,0012003
10046469,0022002
10046472,1033103
10046475,0033023
10046477,1133123
10046478,1033002
10046485,1011022
10046486,0033002
10046488,1111122
10046489,1013023
10046493,1033003
10046494,1013022
10046497,0123002
10046504,2023112
10046505,0011002
10046506,1113113
10046514,1122112
10046515,1133123
10046519,1033003
10046525,1133123
10046531,0013001
10046532,1012023
10046534,1133112
10046535,1143023
10046538,1023123
10046544,0011002
10046545,1013012
10046549,0011001
10046551,1133112
10046552,1122021
10046554,1033021
10046560,1011022
10046561,1033013
10046562,1023011
10046568,1033022
10046573,1033122
10046574,1033021
10046578,1111022
10046580,1033123
10046581,2123112
10046582,0033002
10046584,1023023
10046587,0012002
10046589,0013002
10046590,1023022
10046591,0011001
10046596,1012021
10046597,0033004
10046603,1123103
10046608,0133102
10046610,1022022
10046614,2143023
10046615,1113123
10046616,0012001
10046619,1133123
10046620,1113122
10046625,2143124
10046626,1143123
10046628,1133102
10046631,1143002
10046632,1013113
10046633,1113121
10046635,1143113
10046638,1013112
10046639,2033023
10046646,1033023
10046649,0122002
10046656,0133002
10046659,0023003
10046661,0123001
10046662,1133022
10046664,1033112
10046667,1143023
10046672,1013124
10046677,1133121
10046682,2033102
10046683,2033033
10046686,1023023
10046687,2133011
10046692,2033022
10046695,1133112
10046697,0013003
10046708,1113021
10046710,1033114
10046713,1023021
10046714,1023021
10046720,1143123
10046721,1143133
10046722,1013023
10046725,1033123
10046727,2011031
10046728,1122102
10046737,1013121
10046742,1123011
10046743,1113122
10046747,2033033
10046750,1133101
10046753,1033011
10046754,0033003
10046756,0023002
10046758,0022002
10046759,1021021
10046761,1133113
10046763,1043023
10046765,0131002
10046770,1043113
10046780,0133003
10046781,1032113
10046783,2011032
10046787,0022023
10046788,1133113
10046792,1133112
10046793,1113022
10046799,2122122
10046800,1023113
10046805,1111122
10046806,1122023
10046808,1123114
10046811,1133012
10046813,1123122
10046817,1033002
10046819,1111123
10046822,2143102
10046829,0011002
10046830,1122123
10046834,1022032
10046836,2013023
10046847,1033103
10046848,1033112
10046853,1123122
10046855,2033024
10046856,2133102
10046859,1032112
10046869,1131114
10046872,1013122
10046874,1022113
10046877,1111122
10046881,1133123
10046884,0023021
10046886,1132022
10046889,2133012
10046890,1012022
10046893,2033022
10046895,1033022
10046897,0023002
10046902,0012002
10046903,1133113
10046906,1122112
10046907,0022001
10046908,1033012
10046910,2143123
10046911,0023001
10046912,2012032
10046913,1133013
10046916,0112121
10046919,1022022
10046920,0022004
10046922,1113122
10046924,1133123
10046928,1012021
10046930,1023024
10046931,1122112
10046934,1033113
10046940,1013123
10046942,1033103
10046944,1133122
10046947,0011001
10046953,1123122
10046955,2013002
10046958,1133112
10046961,0013001
10046964,1012001
10046966,2133122
10046969,0011002
10046971,1122121
10046974,1033024
10046975,1133103
10046976,0111001
10046981,1143023
10046982,0133022
10046985,1033023
10046986,1012002
10046989,1133112
10046991,0011004
10046993,1122124
10046995,1133023
10046996,0112003
10046998,0122002
10046999,2012014
10047002,0023002
10047005,0122001
10047008,1033112
10047009,1033023
10047010,1012022
10047014,0011002
10047017,1133113
10047018,1011122
10047022,1123112
10047023,1133114
10047024,1111121
10047030,1033024
10047034,1133123
10047040,0022002
10047041,1023021
10047045,1133112
10047046,1032112
10047051,1033021
10047052,1133124
10047057,1043112
10047058,1122121
10047059,1143014
10047061,2123013
10047062,1023011
10047064,0123012
10047066,1013021
10047070,1113023
10047072,0123121
10047078,1123014
10047082,1123011
10047085,1033021
10047087,1033102
10047089,0013001
10047092,0011001
10047095,2033131
10047097,1033004
10047100,1133124
10047103,1033024
10047110,0113002
10047111,1033112
10047113,1023011
10047116,2033133
10047122,1013023
10047128,2133022
10047135,1133112
10047138,0011001
10047141,1133123
10047142,1043003
10047143,0133013
10047145,1013021
10047147,1033103
10047150,1133103
10047154,0043003
10047155,0112002
10047156,1033002
10047157,1022022
10047158,1021023
10047159,1023113
10047161,1033002
10047162,1112122
10047163,1133113
10047165,0043003
10047168,0133003
10047175,1123123
10047179,1033113
10047184,1133113
10047188,2143102
10047190,1033022
10047192,1043023
10047195,0033102
10047200,2013024
10047205,1143121
10047206,1023003
10047212,2112121
10047214,1133022
10047222,1033022
10047225,0022001
10047228,1133102
10047229,0133002
10047230,2133032
10047234,1133113
10047237,2033123
10047238,2032002
10047239,0012023
10047243,1123121
10047244,1143113
10047247,0022003
10047248,1033114
10047254,0022003
10047256,0021002
10047260,1011021
10047263,2133102
10047266,0033003
10047272,1143104
10047275,1033113
10047279,1133123
10047281,2123021
10047282,1033013
10047288,0023002
10047289,2123102
10047291,1033102
10047294,2043003
10047295,1031112
10047297,2112121
10047299,0113022
10047300,0013002
10047303,1013011
10047307,0023002
10047309,1033023
10047310,1133023
10047313,1012101
10047318,1133104
10047319,0012002
10047320,1033011
10047322,2133102
10047323,2143123
10047324,1013001
10047329,0033001
10047331,2123022
10047333,2143122
10047334,2023111
10047335,1033102
10047336,2033133
10047337,1112113
10047342,2011002
10047343,1033003
10047345,1133102
10047348,1123024
10047350,2123033
10047352,2012023
10047354,1133101
10047355,0013001
10047357,1043023
10047359,1113123
10047362,1013013
10047365,1132102
10047366,1022022
10047371,1033103
10047378,1013002
10047380,1011023
10047382,1133121
10047384,1111021
10047395,1111002
10047396,1123122
10047398,0011002
10047399,2111001
10047400,1122124
10047407,2133013
10047411,2143102
10047415,2123121
10047419,1122111
10047423,1112012
10047425,1033122
10047426,2021112
10047428,1022022
10047430,1143104
10047431,1043124
10047432,1011013
10047433,1033123
10047437,1133122
10047438,1122023
10047440,1123023
10047441,1011022
10047444,2033002
10047447,1013123
10047451,1133102
10047452,1122112
10047455,1032012
10047456,1113013
10047457,2133123
10047461,1133122
10047465,0023022
10047466,0022002
10047467,1112112
10047469,0012001
10047472,0132002
10047480,1143104
10047481,0012002
10047484,0032003
10047487,1033022
10047489,1033023
10047490,0133004
10047492,1133102
10047497,0012002
10047498,1133122
10047499,1133122
10047500,2043023
10047501,1133021
10047502,2133102
10047506,1032023
10047507,1033122
10047509,1033113
10047511,1043023
10047512,0023001
10047513,1033022
10047517,1033013
10047519,1123022
10047521,0121001
10047524,2013101
10047525,1011022
10047531,0012001
10047532,1112123
10047533,1023003
10047539,1123113
10047543,1033124
10047545,1113123
10047546,1122122
10047549,2033003
10047554,1143123
10047556,0123021
10047559,0011002
10047560,1033014
10047564,1032021
10047565,1011022
10047567,1033022
10047571,2012033
10047574,1143102
10047577,0123002
10047579,0033004
10047592,1022013
10047594,1011022
10047597,2033114
10047598,2133102
10047599,2111132
10047606,1133102
10047607,1111021
10047608,1013022
10047611,1133123
10047615,1123121
10047616,1043022
10047617,0011002
10047619,1023013
10047621,1133102
10047622,1043123
10047623,1022022
10047626,1133113
10047628,2111022
10047631,1023022
10047632,1143124
10047633,1133021
10047635,1111122
10047638,1043113
10047640,1012101
10047649,0011001
10047650,1122112
10047651,1133112
10047652,1143113
10047653,1133102
10047655,2033022
10047657,0011012
10047659,1033023
10047660,1133123
10047661,1012023
10047663,1033002
10047669,0033001
10047673,1133123
10047674,1133112
10047678,1133123
10047679,1133123
10047683,1022121
10047684,1033114
10047687,0033002
10047688,1111022
10047690,1033123
10047692,1022013
10047696,1113114
10047697,0013003
10047701,1013121
10047704,2143122
10047705,1111133
10047706,1033001
10047707,1133121
10047708,2112021
10047710,1111101
10047711,1123022
10047712,0013001
10047717,1143003
10047720,1032121
10047721,0112022
10047728,1022021
10047732,0111021
10047733,2012021
10047738,1113113
10047739,1011123
10047740,1122022
10047741,1022102
10047746,1143013
10047748,1133013
10047749,1112021
10047754,2033024
10047757,2033123
10047760,1043113
10047761,2033122
10047766,1033123
10047767,0022002
10047768,1011021
10047777,1033013
10047779,1122022
10047781,1133032
10047788,1022012
10047789,0022002
10047792,2033034
10047794,0033022
10047801,1133113
10047802,1033123
10047803,0013002
10047804,0113002
10047807,1033022
10047811,2122021
10047813,1123122
10047818,1033112
10047820,1011011
10047825,1043002
10047827,1122111
10047829,0011002
10047833,2023102
10047835,0133003
10047837,1133113
10047839,2033022
10047841,1032123
10047842,1043123
10047843,1133021
10047846,1023023
10047850,1033023
10047854,2133113
10047855,1022122
10047857,1033102
10047858,1133123
10047860,0022002
10047864,1012003
10047865,1022012
10047866,1133113
10047870,1113012
10047871,0023002
10047873,0011023
10047874,0033002
10047876,0012002
10047881,1112022
10047892,0033002
10047893,2013021
10047895,0032003
10047896,1022132
10047898,1033101
10047901,1111122
10047904,2033013
10047905,2012122
10047908,1133013
10047910,1031021
10047912,1023033
10047918,1132022
10047920,1143113
10047921,0113002
10047922,2043113
10047924,1123102
10047926,1112124
10047928,1143124
10047936,1033123
10047939,1133001
10047941,1111021
10047946,1112012
10047947,2033001
10047949,1033112
10047950,1111022
10047958,1043034
10047960,2011031
10047962,1132123
10047965,1043112
10047967,1023113
10047968,1033122
10047969,2033113
10047971,0122004
10047973,0033001
10047974,1033012
10047978,1033113
10047979,1033003
10047983,0013002
10047985,1133113
10047988,1012011
10047992,1033122
10047995,0132002
10047999,0113002
10048000,2033013
10048002,1112123
10048003,0013004
10048004,1113123
10048006,1123112
10048007,0123102
10048010,1011123
10048011,0113001
10048012,1133021
10048016,1133114
10048018,1013123
10048022,1033111
10048023,0022003
10048024,2111123
10048030,1133123
10048035,0013003
10048038,2123121
10048039,2133133
10048041,0112002
10048043,1133012
10048044,2133113
10048045,1033011
10048046,2133112
10048047,2032032
10048048,0043002
10048051,1033022
10048052,1133111
10048053,2122031
10048054,1013113
10048056,2133001
10048059,2013031
10048061,1012022
10048065,2022013
10048066,0012031
10048072,0033033
10048073,1032122
10048074,1133103
10048075,1022022
10048076,1033102
10048079,0033001
10048082,2133103
10048091,0113012
10048092,0112001
10048095,1113023
10048096,1022012
10048097,1131113
10048098,0113003
10048101,1133014
10048105,1011022
10048106,1012022
10048109,1123104
10048110,2033021
10048114,1011022
10048115,0122021
10048118,1133102
10048124,1121022
10048126,1133102
10048128,2022023
10048132,1133011
10048133,0033002
10048137,1133022
10048140,1113011
10048141,1033013
10048144,1113021
10048146,1122123
10048147,1143113
10048151,1133112
10048155,1023023
10048158,1133102
10048160,1033021
10048169,1133121
10048170,0013002
10048175,1033012
10048182,1143013
10048183,1133122
10048184,1033001
10048187,2122021
10048192,1043124
10048193,2013032
10048195,1133111
10048201,1123012
10048207,1043012
10048214,2033122
10048216,2112102
10048218,1033113
10048219,1012023
10048221,1012021
10048227,1033022
10048232,0013003
10048236,1133122
10048238,2123013
10048242,0011001
10048244,1131112
10048245,1023123
10048254,0033011
10048256,1033123
10048258,0012023
10048262,1033021
10048263,1133123
10048267,1033111
10048268,1133103
10048271,1113123
10048279,1012123
10048280,1133002
10048281,1033102
10048282,1112122
10048284,1012013
10048285,0011002
10048286,1143113
10048290,1033113
10048298,1133022
10048299,0023001
10048301,1111024
10048302,1033122
10048305,1011002
10048307,1133113
10048309,1133102
10048310,1023024
10048311,0033001
10048313,0011002
10048319,0011002
10048322,1033023
10048323,1033003
10048324,0043004
10048333,1011023
10048336,2033022
10048339,1113123
10048345,1013022
10048347,1111023
10048350,0133002
10048358,1023012
10048361,1013024
10048367,0012002
10048374,1133121
10048377,1043113
10048383,0012002
10048386,1023023
10048389,1111122
10048400,1033102
10048401,0143002
10048402,1122114
10048403,1133113
10048411,0113004
10048416,1033113
10048425,1022112
10048426,1043013
10048431,1111122
10048440,2112022
10048441,1122122
10048442,1033112
10048443,1133124
10048446,0012002
10048453,1133111
10048455,0013002
10048456,1033022
10048457,2023034
10048461,2021113
10048467,1112021
10048470,1043102
10048472,1023011
10048474,1123132
10048475,1032012
10048476,1122024
10048484,0133102
10048488,1023023
10048496,1033001
10048500,1143102
10048504,2033022
10048509,1033001
10048516,1033012
10048519,2111114
10048520,1012021
10048521,1111021
10048525,0023004
10048535,2023123
10048536,1123113
10048537,1013121
10048543,1133102
10048544,1123122
10048546,1133122
10048554,1133112
10048555,2022031
10048558,0111002
10048559,1043014
10048561,1133023
10048562,2023023
10048563,2023001
10048567,1033121
10048571,2111111
10048572,1143124
10048573,1143123
10048574,0111002
10048576,1011121
10048577,0111002
10048578,1133102
10048580,1023121
10048582,2023131
10048583,1033002
10048587,1033012
10048589,1023112
10048590,1133101
10048592,0133001
10048593,1133114
10048594,1133102
10048595,2033113
10048597,1122122
10048599,1123012
10048601,1133124
10048602,1123012
10048603,2112123
10048604,0033002
10048610,1033104
10048613,1133122
10048620,1033113
10048622,0033002
10048623,0023001
10048626,1113103
10048627,1123104
10048628,1133102
10048629,0013001
10048632,1123112
10048633,1033123
10048637,1122022
10048638,0033023
10048641,1033121
10048644,1013123
10048647,1113121
10048651,1123022
10048654,0011001
10048661,1013021
10048662,1033012
10048663,1133124
10048664,1023021
10048665,1033124
10048668,1031022
10048674,0043002
10048675,1133103
10048680,0033002
10048681,1133022
10048683,1113121
10048684,0112003
10048686,1111121
10048690,1123021
10048691,1133021
10048693,2033123
10048695,1033112
10048696,0013002
10048700,1112112
10048701,1133124
10048707,1143102
10048710,1033021
10048711,1043114
10048713,1133023
10048716,1011012
10048719,1131122
10048723,1033022
10048724,2133002
10048729,1033023
10048731,0013001
10048732,0022001
10048735,1123123
10048737,1023002
10048741,1133114
10048743,2133103
10048746,1022021
10048747,0033001
10048748,0011001
10048749,2133123
10048750,0011002
10048751,2133113
10048753,1033013
10048755,1011023
10048758,1022021
10048759,0012002
10048760,1013023
10048765,2011033
10048766,2122111
10048768,2013013
10048776,2111032
10048779,1011003
10048780,2133102
10048781,1122122
10048785,0011023
10048787,0112012
10048789,0013003
10048791,0023024
10048792,2133103
10048795,2113123
10048798,1123123
10048802,1111031
10048808,1033102
10048814,1133014
10048819,0022001
10048821,1113113
10048822,1133024
10048824,0021002
10048828,1133123
10048830,1143104
10048834,1032123
10048835,1022022
10048837,0013003
10048840,1111112
10048843,1033002
10048845,1143113
10048846,1122112
10048851,0012002
10048853,2043023
10048854,1033012
10048857,0023002
10048859,0013003
10048862,1132103
10048864,1113021
10048865,1132122
10048867,1023023
10048871,1133112
10048874,0123003
10048876,2033113
10048879,0133003
10048880,1133002
10048886,2133111
10048890,1123021
10048892,1133112
10048893,1011022
10048897,1033012
10048898,0122001
10048899,1033022
10048904,0011002
10048906,1113123
10048912,0033001
10048917,1122121
10048918,1033102
10048919,1013021
10048921,2012122
10048924,1133114
10048925,1133123
10048930,1123112
10048931,0131003
10048932,1033022
10048933,0012001
10048936,2133113
10048937,1113013
10048942,0123003
10048943,1043114
10048946,1033122
10048948,1133013
10048951,2013031
10048955,2011022
10048956,2032034
10048958,0043003
10048959,2133122
10048960,2143101
10048963,2033101
10048965,1033013
10048968,1143104
10048971,1022112
10048972,2123023
10048973,1133021
10048974,1033121
10048976,2012032
10048979,0012001
10048980,0023002
10048983,1112122
10048984,1133114
10048985,1033103
10048989,1122121
10048990,0123022
10048991,1033022
10048995,0011001
10048997,2033103
10049010,2033032
10049013,1033014
10049014,1122123
10049016,0133012
10049017,1013131
10049018,0133003
10049019,0023102
10049022,1133121
10049023,1133113
10049027,1133103
10049028,2012102
10049030,1143023
10049032,2013121
10049035,2143102
10049036,1133124
10049038,1133113
10049041,0023001
10049042,1123132
10049045,0023001
10049050,1043123
10049052,1013011
10049057,1112102
10049061,1013023
10049065,1132123
10049068,2013112
10049073,1123021
10049074,2011022
10049075,1133012
10049076,0022011
10049077,2012031
10049080,1043102
10049082,1133023
10049085,0013002
10049086,2112131
10049090,1023002
10049092,1123113
10049095,1133123
10049098,1012113
10049103,0011002
10049104,1033124
10049108,0133002
10049111,0011001
10049114,1122123
10049116,0133002
10049118,1043103
10049121,1043104
10049123,1133002
10049124,1033122
10049131,1113123
10049134,2023022
10049140,1133113
10049145,2013023
10049149,1022013
10049152,0112003
10049153,1122123
10049158,2033033
10049159,0132022
10049161,1122021
10049164,2033132
10049165,1122012
10049166,1033112
10049167,1113111
10049168,1023113
10049174,2133023
10049175,0011002
10049178,0011002
10049180,1033013
10049183,1013021
10049186,1133112
10049187,1043124
10049188,1043004
10049189,2011012
10049192,0023002
10049195,1043122
10049198,1022023
10049199,1133113
10049201,2013022
10049212,1133101
10049213,2033024
10049214,2111113
10049216,1032011
10049218,0043013
10049222,0133002
10049223,1033012
10049224,1033103
10049232,0033003
10049233,0022001
10049235,2123023
10049237,0133023
10049242,1132023
10049243,2012132
10049245,0012002
10049247,1033122
10049250,0122001
10049251,1112022
10049255,1113111
10049262,1013121
10049263,1123124
10049269,2112133
10049272,1133123
10049275,1133122
10049277,2133114
10049279,1123113
10049281,1133022
10049288,1133102
10049292,1112111
10049295,1033103
10049296,0112002
10049298,1133112
10049305,1111023
10049306,1113102
10049309,1033112
10049310,2143023
10049313,2033013
10049315,1033004
10049316,1133002
10049318,1033122
10049319,1011023
10049321,1012022
10049325,0013031
10049332,1143113
10049333,0023003
10049334,1133113
10049339,0032002
10049343,1113023
10049346,1013112
10049348,1123113
10049350,2143022
10049354,1113101
10049355,1133113
10049364,0132101
10049365,1033102
10049370,1133013
10049371,2133033
10049372,1033014
10049376,2111121
10049383,1133121
10049385,1033112
10049386,1033002
10049388,1143124
10049390,1013022
10049392,1033024
10049394,1133112
10049399,1033111
10049408,0143121
10049410,1033113
10049412,1133114
10049414,1033102
10049415,1023022
10049416,1133122
10049417,1032113
10049418,0023002
10049422,1111022
10049423,1013023
10049426,1133022
10049427,1133013
10049428,1133021
10049429,1033013
10049431,1033013
10049432,2122132
10049435,1133123
10049436,2012033
10049438,1123113
10049444,0013003
10049454,1133114
10049455,0133003
10049462,1033023
10049463,1033013
10049467,1112123
10049469,0023003
10049471,1133002
10049473,1133112
10049475,1123113
10049479,1033103
10049481,1023022
10049482,1133111
10049489,1112114
10049490,1012121
10049496,2012022
10049498,1132112
10049499,1113113
10049500,1033122
10049501,1033102
10049502,1033021
10049504,1133122
10049505,1043023
10049506,1123012
10049509,1033002
10049513,0022002
10049514,1033021
10049515,2033013
10049518,0111001
10049520,2033113
10049521,2123011
10049525,1133011
10049532,1033112
10049533,2043001
10049538,1132123
10049539,2022022
10049540,1133122
10049543,2022012
10049544,0033003
10049545,1032113
10049548,2133002
10049551,2033002
10049553,2033023
10049555,1012022
10049557,1033022
10049558,1133121
10049563,1013022
10049564,0011001
10049567,2011022
10049571,0013001
10049572,1133121
10049579,1133121
10049583,2033012
10049584,1022111
10049585,0033002
10049586,1113021
10049587,1133103
10049590,0133021
10049596,1022112
10049597,2011032
10049601,1122011
10049605,0112003
10049606,2032011
10049607,0032013
10049608,0011002
10049609,1111033
10049611,1143122
10049612,2112032
10049614,1133123
10049615,0133023
10049616,0021002
10049618,1111123
10049619,2111132
10049621,0013002
10049622,1013122
10049623,1133123
10049629,1123022
10049630,1022013
10049632,1133013
10049635,0022002
10049640,1133102
10049641,1032003
10049646,1033022
10049647,1033021
10049649,2023123
10049650,1123002
10049652,0133001
10049655,1022021
10049659,0013001
10049660,1043102
10049663,0021001
10049665,2113022
10049667,0033001
10049671,0123002
10049675,1011022
10049679,2133112
10049680,1133112
10049682,1022122
10049684,1143131
10049686,2133112
10049687,0032002
10049688,1013102
10049689,0123102
10049693,1133103
10049698,1112113
10049702,1033123
10049708,0011001
10049711,1143114
10049714,2133133
10049716,1132122
10049719,2012102
10049720,1112021
10049721,1133101
10049722,2113012
10049725,0112002
10049726,1133122
10049729,2032132
10049734,1133014
10049740,1033122
10049742,1123012
10049744,1143014
10049745,1113122
10049746,1031013
10049748,1123021
10049749,0013002
10049753,1123031
10049757,1133122
10049758,1022022
10049766,1023104
10049772,1022122
10049773,1133123
10049774,2133102
10049778,1133121
10049781,1143123
10049782,1133123
10049785,1133112
10049788,2023032
10049789,1033114
10049792,0011002
10049794,1133103
10049795,1023113
10049798,2143003
10049800,1011121
10049803,1013113
10049806,2123113
10049809,1012112
10049811,1112113
10049812,1042012
10049818,2013032
10049821,0012001
10049823,1011123
10049826,2032031
10049830,0112002
10049831,1033013
10049832,1012023
10049839,1033113
10049840,1133012
10049841,0033002
10049842,1122013
10049845,1033023
10049848,2011033
10049849,1143101
10049850,1133111
10049851,1043023
10049853,0131002
10049862,0011001
10049870,1122112
10049872,1022023
10049873,1033012
10049876,1113122
10049877,0032002
10049878,1013101
10049882,1033101
10049883,0033002
10049886,1012021
10049893,1133102
10049894,1033023
10049896,0033002
10049897,1022021
10049900,1133013
10049906,1043113
10049908,0111001
10049912,0112021
10049913,0022022
10049915,2133122
10049918,1133002
10049919,1012123
10049926,1113123
10049932,0013003
10049934,1123113
10049936,1133122
10049937,1133122
10049939,1013002
10049944,1123022
10049945,2023002
10049946,1033022
10049947,0111021
10049948,1033001
10049950,1133023
10049959,1013001
10049960,0133004
10049961,1023122
10049964,1133023
10049970,0011002
10049973,1133123
10049974,1012022
10049975,0023002
10049976,1133124
10049982,0012013
10049983,0012002
10049987,1111002
10049988,1131121
10049995,1123023
10049996,1033113
10049997,1113121
10050002,2133123
10050003,1143114
10050004,1111022
10050006,1132002
10050008,1033002
10050009,1012122
10050010,1033112
10050016,1111122
10050024,0011003
10050029,2012032
10050031,1133012
10050035,2011021
10050037,1013023
10050043,0133003
10050047,1111102
10050048,1122002
10050051,2123121
10050053,1033123
10050055,1043123
10050060,1031122
10050061,1133113
10050062,1023012
10050065,0012011
10050069,1143103
10050071,1123122
10050072,1143112
10050073,1013023
10050077,1143114
10050081,2023122
10050087,0123001
10050089,1133113
10050099,1133014
10050101,0023001
10050111,0011003
10050114,0023001
10050116,1143012
10050117,1111002
10050120,1033023
10050121,1033113
10050123,1011022
10050126,1033002
10050130,1011021
10050132,1133123
10050135,2143134
10050137,2012031
10050142,1143123
10050145,1143012
10050147,1113022
10050150,1133002
10050152,2011023
10050156,1111114
10050157,1011122
10050158,1023101
10050159,1011023
10050162,1143013
10050163,1033123
10050166,1143122
10050167,1123013
10050169,1113112
10050171,0012003
10050173,1122121
10050175,1012023
10050179,1143101
10050181,1033103
10050182,1023003
10050185,1033024
10050196,1022123
10050200,1013113
10050205,1013013
10050209,1022001
10050212,1033012
10050215,0011001
10050216,2112114
10050229,1011022
10050230,1032133
10050235,1133103
10050236,1022021
10050237,0023002
10050238,1131122
10050239,1133112
10050240,1033013
10050248,1133112
10050249,0113031
10050250,0133002
10050257,1122113
10050258,0111012
10050262,1043014
10050267,1113121
10050272,1123123
10050273,1012022
10050278,1113121
10050279,1132122
10050282,1012013
10050283,1012021
10050285,1032122
10050288,0022003
10050289,2111121
10050291,2043112
10050293,0011002
10050296,1123022
10050297,2011012
10050298,1033003
10050300,1033022
10050301,1133111
10050303,0033002
10050304,1033023
10050305,1113023
10050308,2123112
10050310,0033002
10050311,1112121
10050312,1033113
10050313,0023002
10050318,1033113
10050319,1123121
10050321,2143132
10050324,1133022
10050326,1111122
10050328,1132121
10050331,1033101
10050333,1013024
10050334,1143021
10050335,1112101
10050338,1033122
10050340,2122104
10050341,1032113
10050343,2143033
10050345,1033113
10050347,1113113
10050348,1113121
10050349,2133122
10050352,0013003
10050353,1033103
10050357,1133121
10050358,1043014
10050359,1033022
10050360,1012023
10050363,0022012
10050364,1033123
10050365,1133022
10050367,0012002
10050368,2011032
10050369,1013011
10050371,0033003
10050373,0011022
10050375,1043112
10050379,1013023
10050381,1032002
10050382,1023021
10050387,1113012
10050390,0011003
10050391,0133013
10050396,1033112
10050399,0111023
10050403,1132013
10050405,0011001
10050408,1021021
10050412,1133014
10050413,1112111
10050419,1113013
10050424,1043102
10050425,1043124
10050426,2033022
10050429,1143123
10050438,1023013
10050442,0011001
10050447,1043002
10050450,1133123
10050454,0033002
10050460,1033013
10050463,2033022
10050469,1033022
10050472,1133122
10050475,1122113
10050479,2143123
10050482,1122121
10050488,1011112
10050489,1111021
10050490,1112023
10050492,1011002
10050496,1113122
10050499,1113113
10050506,1033002
10050511,1122023
10050513,1133023
10050515,1043113
10050517,0133002
10050519,0111002
10050525,0013002
10050526,1033022
10050538,1033001
10050540,0033012
10050545,1033112
10050550,1143022
10050557,1013122
10050559,0011002
10050560,1023101
10050564,1011021
10050569,1123123
10050570,1123123
10050571,1133121
10050574,2033022
10050580,0113002
10050583,1022012
10050586,1133123
10050587,1113123
10050592,0012023
10050593,2113032
10050599,1133102
10050601,1023022
10050603,1133023
10050604,0023003
10050607,1033122
10050608,0111002
10050610,1013121
10050611,2033101
10050612,1143123
10050613,1111013
10050615,1043001
10050616,0022021
10050619,2033013
10050624,1033121
10050627,1143113
10050628,1033102
10050638,1122121
10050641,1122112
10050644,1123124
10050647,1033013
10050650,1023021
10050651,1122112
10050652,2013121
10050653,1043123
10050655,0123002
10050658,1023123
10050660,1111121
10050661,1133102
10050664,1013012
10050666,2133113
10050669,2011032
10050671,1023013
10050677,1123122
10050682,1032122
10050683,2011102
10050686,1022113
10050689,2022004
10050700,1123122
10050701,1133102
10050704,1133023
10050708,1012023
10050711,1133112
10050716,1012002
10050717,1022012
10050724,1011021
10050730,1043001
10050733,2022002
10050740,1113123
10050741,1033001
10050746,1033102
10050748,1111023
10050750,2032032
10050751,1133123
10050753,2122021
10050754,1133102
10050755,1033022
10050756,2111001
10050757,1033021
10050758,1033003
10050761,1143114
10050763,0022002
10050768,1033112
10050769,1113113
10050772,1123122
10050773,2043124
10050778,1033012
10050782,2012023
10050783,1133101
10050784,1123002
10050789,0111002
10050790,1133113
10050795,1112123
10050798,2033013
10050800,1033121
10050807,0011001
10050808,1043113
10050811,1033023
10050814,2133021
10050818,0133123
10050819,1112121
10050820,2133023
10050822,1033003
10050823,2023121
10050824,1133021
10050825,1111101
10050828,1033113
10050836,1122121
10050837,0113013
10050838,1033023
10050839,1132102
10050843,2013131
10050846,2133001
10050848,1033002
10050849,1043023
10050850,1033114
10050852,1033112
10050856,0013001
10050857,0013001
10050858,0133102
10050859,1133023
10050860,1033024
10050864,2133104
10050865,0033012
10050868,2013021
10050873,1043012
10050874,1112022
10050877,0013002
10050879,1012113
10050885,1133123
10050886,2133023
10050889,1013123
10050892,0112011
10050896,2133102
10050898,1011023
10050899,1011003
10050901,1033123
10050902,2043031
10050907,1033023
10050909,1022021
10050919,1113101
10050920,1133111
10050921,2032031
10050923,1133123
10050924,1133121
10050925,0113024
10050929,2143113
10050935,0013002
10050937,1133012
10050940,1133103
10050941,0023002
10050944,1033121
10050950,2033112
10050957,1033023
10050958,1043123
10050960,1043114
10050961,1113113
10050964,0033002
10050971,1133024
10050973,2122121
10050978,1133023
10050982,1033122
10050983,1033022
10050985,1142023
10050987,1022012
10050988,1123014
10050990,2013004
10050991,1011022
10050992,0011003
10050993,1013012
10050995,1113123
10051001,1143113
