customer_ID,plan,predicted
10039946,1023102,1023102
10039947,0023002,0023002
10039948,1133121,1133101
10039949,1023002,2022002
10039950,1033013,1033013
10039951,1023013,1023013
10039952,1113121,1113121
10039953,1033021,1033021
10039954,2033102,2033102
10039955,2013033,2013033
10039956,2133133,2133133
10039958,1113013,1113013
10039961,1033123,1122113
10039963,1013123,1013123
10039964,1033021,1033021
10039965,0012023,0012023
10039966,1112122,1112122
10039969,2132021,1132121
10039970,0033003,0033003
10039971,1043112,1043112
10039973,0022002,0022002
10039975,1132103,1132103
10039976,0021002,0023003
10039978,1143112,1143112
10039981,1013003,1133103
10039982,0033001,0033001
10039983,1112122,1112122
10039987,1033021,1133021
10039989,1033023,1033022
10039991,1113123,1113123
10039995,1033121,1113121
10039998,2022031,2022031
10039999,1113114,1113114
10040000,1112101,1112101
10040001,0013003,0013003
10040002,0032012,2033013
10040003,0112003,0112003
10040004,1033113,1033113
10040007,0023002,0023002
10040010,0033002,0033002
10040012,2133102,2133102
10040013,2011034,2011034
10040015,1013023,1013023
10040016,0133002,0133002
10040018,1143104,0023002
10040021,1133103,1133102
10040025,1133113,1133113
10040026,1011113,1033113
10040029,0013003,0013003
10040030,1043101,1043101
10040031,0023002,0022002
10040033,1043123,1043123
10040034,1013101,1013101
10040035,1023023,1023023
10040041,1033011,1033011
10040042,1123102,1123102
10040043,0133013,0133013
10040047,1013011,1013011
10040050,1111111,1111111
10040051,1011013,1011013
10040052,1033012,1033012
10040053,1113013,1113013
10040055,1022022,1022022
10040057,1143013,1143013
10040058,1012012,1113113
10040059,1123123,1123123
10040060,1113123,1113123
10040061,1113023,1113023
10040062,2133033,2133033
10040063,2013033,2013033
10040064,0033023,0033023
10040065,0022002,0022002
10040066,0033003,0033003
10040067,2133103,2133103
10040068,0011012,0011012
10040069,1143114,1143114
10040070,1133121,1133121
10040071,1023113,1023113
10040072,1013013,1013013
10040074,2122102,2122102
10040077,1133102,2143104
10040079,0143002,0143002
10040080,1043114,1043114
10040081,1022011,1022011
10040082,1122121,1122121
10040084,0033002,0033002
10040085,1113113,1113113
10040086,0122021,0122021
10040089,1133022,1133022
10040091,1043102,1043102
10040092,0133121,0033002
10040093,2013113,2013113
10040094,2112121,2022011
10040095,1033123,1033123
10040096,1033002,1033002
10040098,1033101,1033101
10040099,1132114,1132114
10040100,1143013,1143013
10040101,1023023,1023023
10040102,1111112,1111112
10040104,1032021,1032021
10040108,1011021,1011021
10040109,0011001,0011001
10040110,0013001,0013001
10040112,2133102,2133102
10040113,2133101,2133101
10040114,2123123,2123123
10040116,2111132,2111131
10040117,1133002,0133002
10040118,1043121,1043121
10040119,2012032,2012032
10040120,1133101,1133101
10040121,1021002,1021022
10040122,1011012,1011013
10040123,2033002,2033002
10040124,0111001,0111001
10040130,1043124,1013123
10040131,0012002,0012002
10040132,0043002,0043002
10040136,2033123,2033123
10040137,2043113,2043113
10040138,1033001,1033001
10040139,0012002,0012002
10040140,1033112,1033112
10040141,1033113,1033113
10040142,2033023,1013023
10040145,0021001,0011001
10040146,0012002,0012002
10040147,1133103,1133123
10040149,1111122,1111122
10040150,2133022,2133123
10040152,2023033,2023033
10040154,2143123,2143123
10040157,0021001,0021001
10040158,0012002,0012002
10040160,1143103,1143103
10040161,1111121,1111121
10040165,2133132,2133132
10040166,1143121,1143121
10040167,2112031,2112031
10040168,2033012,2033012
10040169,2033024,2033024
10040171,1111022,2012022
10040173,0143002,0143002
10040174,0133001,0133001
10040175,0011002,0011002
10040177,1033102,1033102
10040179,1022022,1022022
10040180,1033114,1033114
10040181,1133114,1133114
10040183,1022121,1022121
10040184,2033002,2033002
10040185,0011003,0011003
10040191,2113133,2113133
10040192,1043022,1043022
10040194,0043003,0043003
10040195,2033002,1133103
10040196,1123123,1123123
10040197,0011002,0011002
10040198,1143102,1143102
10040200,1143124,1143124
10040201,1113113,1113113
10040202,1032002,1033002
10040203,0111003,0111003
10040204,1133112,1133112
10040206,1023122,1023122
10040207,1022002,1022002
10040208,1032102,1132102
10040209,0033012,0033012
10040210,1133114,1133114
10040212,2113001,2123101
10040214,0023004,0023004
10040215,2123013,2123013
10040216,1033123,1033123
10040218,2022033,2022033
10040219,0033003,0033003
10040220,1111122,1111122
10040221,1011021,1011021
10040222,1033123,1132121
10040223,1022003,1022003
10040227,2133122,2133123
10040228,1113124,0011002
10040229,1133121,1133121
10040230,1022002,1022002
10040231,2133123,2133123
10040232,0012021,0012021
10040235,1013001,1013001
10040236,1122121,1122121
10040238,1122113,1122113
10040239,2122132,2122132
10040241,1143111,1143111
10040244,1033124,1043024
10040247,2122134,2122134
10040248,2033102,2033102
10040249,1033102,1033114
10040252,1133124,1133124
10040253,1023123,1023123
10040255,0013003,0013003
10040256,1013122,1013124
10040257,1133011,1133011
10040258,1011122,1011122
10040259,1013122,1013122
10040260,0143002,0143002
10040262,1033023,1033023
10040264,1043101,1043101
10040265,1111112,1111112
10040269,1023013,1023013
10040270,1133002,1133002
10040271,0013002,1133122
10040273,2143134,2143134
10040274,2033023,2133121
10040275,1133012,2143103
10040276,1022023,1022023
10040277,2121132,2121132
10040279,2033102,2033102
10040280,2033023,2033023
10040281,1033113,1023013
10040284,2033102,2033102
10040286,1133024,2133002
10040287,1043001,1133101
10040289,0133011,0133011
10040295,1133122,1133122
10040296,1033023,1033023
10040298,1033113,1033113
10040299,1023113,1023113
10040301,1133023,1133123
10040302,0113111,0113111
10040303,1122022,1122022
10040304,1033123,1033123
10040305,1011022,1011022
10040306,1143123,1143123
10040307,1133111,1133111
10040308,1113123,1113123
10040310,0033001,0033001
10040311,1012102,1112122
10040312,1133114,1133114
10040315,1011013,1011013
10040317,1033023,1033123
10040319,1133112,1133112
10040320,1133123,2133124
10040322,1113122,1113122
10040324,1023112,1023112
10040325,0113001,0113001
10040326,1122104,1122104
10040327,1023114,1023114
10040328,1012123,1012123
10040329,1143112,1143112
10040330,2043012,2043012
10040332,1143102,1143102
10040333,1013022,1011022
10040334,2033123,2033123
10040335,1111121,1111121
10040337,0133022,1133021
10040338,0133012,0133012
10040339,1043023,1043023
10040340,1011002,1011002
10040341,1043114,1043114
10040346,2112133,2112034
10040349,0033002,0033002
10040354,1033111,2143111
10040356,1133102,1133102
10040357,1143104,1133113
10040358,1013022,1012122
10040359,1113021,1113021
10040361,1133022,1033012
10040362,2033001,2033001
10040363,1133124,1133124
10040365,1043012,1043012
10040367,1113123,1113123
10040368,1033021,1033021
10040371,1023101,1023102
10040372,1033123,1033123
10040373,2013133,2013133
10040376,1112122,1112122
10040380,1033021,1033021
10040382,2133123,2133122
10040385,1143113,1143113
10040388,0011002,0011002
10040389,0033001,0033001
10040393,1033002,1033002
10040396,1043122,1043122
10040397,1011023,1012023
10040398,0022002,0022002
10040400,1133113,1133113
10040401,0112002,0112002
10040402,1022021,1022022
10040406,1133112,1133112
10040407,0113013,0113013
10040409,1143101,1143101
10040411,1033101,1033101
10040412,1012122,1012122
10040413,1013112,2033013
10040414,1133113,1133113
10040417,2143101,2143101
10040418,1022113,1022113
10040419,1033114,1033114
10040421,1122112,1122112
10040422,0011002,0011002
10040423,1023012,1123113
10040425,2133102,1133102
10040427,1123113,1123113
10040428,0123003,0123003
10040431,1122111,1122111
10040432,1113123,1113123
10040433,1133114,1133114
10040434,0033002,0022002
10040435,0013011,0011001
10040436,1033013,1033013
10040437,1143103,1143103
10040439,1113123,1113123
10040441,1012013,1012013
10040443,1133123,1133123
10040444,0111002,0111002
10040447,0122103,0122103
10040450,0123003,0123003
10040451,2112131,2112131
10040452,0123013,0123013
10040454,1033023,1033023
10040455,1111124,1111124
10040456,1033112,1043124
10040458,1133023,1133023
10040459,2022102,2022102
10040460,1132123,1132123
10040461,1123101,1123101
10040462,0013023,0013023
10040464,1033021,1033021
10040466,0033012,0033012
10040467,0133022,0133022
10040471,1122122,1123122
10040472,0013003,0013003
10040473,2012031,2012031
10040474,1033022,1033022
10040475,1133112,1133112
10040476,1022013,1022013
10040477,1033003,1033003
10040478,1111013,1111013
10040480,1023022,1023022
10040481,1033121,1033121
10040482,2033101,2033101
10040483,1011022,1011022
10040485,0011002,0011002
10040486,1033124,1033124
10040488,1013121,0023021
10040489,0122002,0122002
10040490,0112001,0112001
10040492,1033102,1032102
10040494,1133101,1133101
10040496,1033023,1033023
10040497,0043002,0043002
10040498,1133102,1133102
10040499,2133102,2133102
10040500,1033022,1033022
10040501,1043021,1043021
10040502,0012021,0012032
10040503,1022123,1022123
10040504,1043012,1043012
10040505,1033101,1033101
10040507,1033022,0033002
10040508,1123023,1123023
10040510,1133111,1133111
10040512,1013024,1011021
10040513,2143022,1143122
10040515,1033102,1033102
10040518,0143011,0143011
10040519,0033011,0033011
10040521,1123122,1123122
10040523,1033124,1033113
10040529,1033012,1033012
10040530,2112123,2112123
10040531,1133113,1133113
10040535,1133122,1133122
10040536,0013004,0013004
10040537,1133123,1133123
10040538,0111002,0111002
10040539,1013123,1013123
10040540,0011002,0011002
10040541,0033002,0033002
10040543,1133123,1133123
10040545,1033101,1033101
10040546,1012123,1012123
10040548,1113123,1113123
10040550,1133014,1133014
10040552,1033021,1033021
10040556,1133023,1112123
10040559,1133012,1133113
10040560,1143123,1143123
10040562,1143022,1143022
10040564,1133012,1133012
10040566,1013122,1013122
10040567,1012022,1043122
10040568,1143123,1143123
10040569,0033001,0033001
10040571,1033023,1043123
10040574,0011001,0011001
10040578,1013121,1013121
10040579,0011001,0011001
10040580,0033003,0033002
10040581,1011122,1011122
10040582,0011002,0011002
10040583,1123122,1123122
10040584,1133124,1133124
10040585,2133102,2133102
10040586,1133111,1133111
10040589,2113021,2113021
10040590,0113002,0113002
10040591,1123134,1123134
10040592,2133104,2133104
10040594,1033021,1033021
10040595,1023002,1023002
10040597,1021022,1122111
10040598,1011133,1022003
10040599,2113123,2113123
10040600,1033124,1033124
10040601,2033124,2033124
10040602,2133123,2133123
10040603,0033002,0033002
10040606,1023024,1023024
10040607,1033122,1033122
10040609,0011002,0011002
10040610,2043104,2043104
10040614,0122002,0122002
10040615,1133123,1133123
10040617,1033133,1033022
10040620,1033102,1033102
10040622,0033002,0012001
10040625,1132101,1132101
10040626,1043123,1043123
10040627,1122122,1122122
10040628,2013032,2011031
10040631,1033122,1123122
10040632,1033104,1033104
10040634,1132103,1132123
10040635,1011022,1011022
10040636,1012113,1012113
10040640,2112032,2112032
10040642,0111002,0111002
10040643,1133011,1133011
10040646,0033023,0033023
10040648,1023103,1023103
10040649,2011032,2011032
10040650,2011033,2011033
10040651,2033013,2033013
10040653,1133012,1133112
10040655,2133133,2133133
10040656,1012011,1012011
10040657,2011034,2011034
10040658,1111122,2143122
10040660,2112031,2112031
10040662,2113133,2123133
10040664,0133012,0133012
10040665,1122112,1122022
10040668,1133102,1133102
10040670,1033012,1033012
10040671,2033002,2033002
10040672,0012001,0012001
10040674,2022032,2022032
10040675,1111114,1111114
10040676,1122113,1122113
10040678,1043103,1043103
10040680,2011032,2011032
10040681,0011001,0011001
10040682,1033022,1033022
10040683,1133102,1033002
10040684,1143122,1143122
10040687,0011002,0011002
10040688,0033001,0033001
10040689,0111001,0111001
10040690,1133112,1133112
10040691,1011022,1011022
10040692,1012012,1011012
10040693,1013021,1013021
10040694,2111131,2111131
10040695,1033113,1033113
10040696,1111121,1111121
10040698,0043002,0043002
10040700,1022022,1022022
10040702,0012001,0012001
10040704,1133102,1133102
10040705,2033132,2033132
10040708,1033022,1133122
10040710,1112011,1112011
10040711,2133121,2133121
10040712,1133024,1133024
10040713,0012002,0012002
10040714,1133111,1133111
10040715,1111122,1111122
10040716,0033001,0033001
10040721,2012032,2012032
10040722,1011022,1011022
10040723,0022001,0022001
10040724,1043113,1043113
10040726,1033123,1033123
10040727,1033101,1033101
10040728,1033023,1033023
10040729,1033022,1033022
10040730,1043123,1043123
10040731,2133102,2133102
10040734,2033021,1023011
10040736,1133022,1033012
10040737,1012022,1012022
10040738,0023002,0023002
10040741,1023022,1023022
10040743,1022121,1022121
10040744,1013123,0033003
10040746,0012002,0012002
10040748,1133122,1133112
10040749,1111123,2111123
10040750,1123021,1123021
10040751,1032123,1133101
10040752,1033024,1033024
10040754,0023002,0023002
10040756,1112113,1112113
10040757,1033002,1113024
10040760,1113124,1113124
10040761,1113113,1113113
10040762,0111002,0111002
10040763,1133124,1133124
10040764,1111014,1111014
10040765,1033002,1033002
10040767,0012002,0012002
10040768,1033101,1033101
10040770,0011002,0011002
10040771,1133021,1133021
10040772,1133014,1133014
10040773,1113102,1113102
10040774,2113131,2113131
10040776,1033012,1033012
10040778,2113021,2113021
10040779,1011011,2013032
10040780,1033111,2033021
10040781,1133111,1133111
10040784,1122113,1122113
10040785,0013001,0013001
10040786,1133123,1133123
10040789,1122122,1122122
10040792,2033132,2033132
10040794,2033033,2033033
10040795,2012024,2012024
10040796,1133113,1133113
10040797,1033014,1033014
10040798,1133103,1133103
10040800,1133011,1133011
10040801,1133123,1133123
10040803,1123121,1123121
10040805,2132012,2022021
10040806,1032003,1022023
10040808,1033112,1033112
10040810,1111022,1112022
10040811,2012032,2012032
10040812,0011003,0011003
10040815,0011002,0011002
10040816,0113002,0113002
10040817,1133113,1133113
10040818,2033032,2033032
10040819,1033102,1033102
10040821,1033002,1033002
10040823,1012113,1012113
10040824,1133113,1133113
10040825,0123002,0123002
10040826,1011121,2011021
10040827,1122111,1122111
10040828,1013122,1013122
10040829,1123022,1133021
10040830,1043123,1033001
10040831,1033023,1033023
10040832,1033111,1033111
10040834,1033123,1033113
10040835,0023012,0011002
10040838,1132102,1132102
10040839,2133132,2133132
10040840,2023123,2023123
10040842,1021013,1021013
10040843,1023102,1033102
10040844,1043101,1043101
10040846,1123113,1123113
10040849,1033013,1033013
10040850,1143114,1143114
10040854,2043134,2043134
10040855,0011003,0011003
10040856,1111122,1111122
10040857,1033104,1033104
10040858,1133002,1133002
10040859,1113021,1113123
10040860,1133123,1133123
10040861,1133102,1133102
10040862,0142002,0142002
10040863,2011022,2011022
10040866,1133102,1033002
10040868,1043002,1043002
10040869,1133124,1133124
10040871,0112002,0112002
10040873,0013032,0013001
10040874,1133121,1133121
10040875,1013001,1013001
10040876,1123123,1123123
10040878,0033002,0033002
10040879,2123102,2123102
10040880,1112012,1112012
10040881,0033002,0032002
10040882,1013021,1023121
10040883,1133123,1133123
10040884,1023013,1023023
10040885,0043001,0043001
10040886,1033023,1033023
10040888,1112124,1112124
10040889,0033002,0033002
10040890,1111021,0011001
10040892,1023122,1022022
10040893,0033003,0033003
10040894,0012001,0012001
10040895,1143102,1143102
10040896,1033102,1033102
10040897,2123102,2123102
10040901,1012113,1012113
10040902,2023032,2023032
10040903,1143024,1143024
10040904,0113002,0113002
10040905,1143003,1143003
10040906,1033013,1033013
10040907,1112124,1112124
10040910,1013013,2013123
10040911,0011002,0011002
10040912,1122023,1122023
10040913,2013002,2013002
10040914,1131011,1131012
10040915,2043101,2043101
10040916,1023122,2023102
10040918,0043001,0043001
10040919,1011023,1011023
10040920,2023003,2023003
10040921,0033002,0033002
10040922,2123122,2033102
10040925,2043032,2043032
10040926,1113023,1133023
10040927,1133102,1133102
10040928,1023014,1023014
10040929,1033024,1033024
10040930,1033023,1032024
10040931,1113112,1113112
10040932,1043023,1143123
10040933,1133113,1133113
10040934,1011023,1011011
10040935,1112122,1112122
10040937,1122122,1122122
10040939,0023002,0023002
10040940,1143014,1143014
10040941,1112112,2133122
10040942,1133111,1133111
10040945,2112033,2013033
10040946,1133113,1133113
10040947,1013114,1013114
10040950,0011001,0011001
10040951,1133123,1133123
10040953,1043103,1043103
10040954,2133123,2133123
10040955,1033113,1033113
10040956,1013121,1013121
10040957,1033013,1023023
10040958,1143013,1143013
10040959,1033022,2013001
10040962,1133023,1133023
10040963,1113121,1113121
10040964,0012001,0012001
10040966,1112122,1112122
10040968,1111021,1111021
10040969,2133102,2133102
10040970,1032003,1032003
10040973,1033014,1033014
10040974,1123112,1123112
10040975,1143114,1022114
10040979,1143121,1143121
10040982,1012122,1012122
10040983,0112001,0112001
10040984,2012123,2012123
10040986,1032011,2033011
10040987,2112123,2112123
10040988,1032022,1032022
10040989,1012113,1012113
10040991,1043113,1043113
10040994,1013022,1023012
10040995,1113103,1133102
10040996,2022114,1032114
10040998,1013124,1113114
10040999,2133102,2133102
10041000,0012002,0012002
10041001,0011002,0011002
10041002,1111122,1111122
10041004,0012003,0012003
10041006,1143102,1143102
10041007,1022024,1022024
10041010,1032024,1032024
10041011,1133112,1133112
10041012,1133124,1133124
10041013,1023121,1023121
10041014,1013122,1013122
10041015,2111133,2111133
10041017,0112002,0112002
10041018,1011013,1011013
10041019,1113121,1133101
10041020,0111002,0111002
10041024,1022022,1022022
10041028,1133022,1033124
10041031,1033102,1033102
10041032,0111002,0111002
10041034,0013002,0013001
10041036,2122121,2122121
10041037,1123112,1123112
10041039,0023002,0023002
10041040,0111003,0111011
10041041,1122122,1122122
10041042,1133021,1033021
10041044,1133113,1133113
10041045,1122123,1122123
10041051,1021122,1023122
10041054,1033022,1033022
10041057,1022013,1022013
10041058,1122102,1122102
10041061,0022002,0022002
10041062,1133101,1133101
10041065,1133104,1133104
10041067,0012002,0012002
10041068,0113002,0123001
10041069,1022021,1022021
10041070,1011022,1011022
10041071,1133124,1133124
10041072,1022022,1022022
10041073,0143113,1043013
10041074,1122011,1122011
10041075,1033022,1033022
10041076,1122113,1122113
10041079,1022122,1022122
10041080,1033003,1033003
10041081,1033023,1033023
10041082,1012122,1012122
10041085,1013011,1013011
10041086,2122131,2122131
10041089,1123023,1123023
10041092,0013002,0013002
10041093,1112123,1112123
10041094,1033023,1033023
10041096,1133123,1133123
10041097,1133102,1133102
10041100,1132121,1132121
10041104,0123001,0123001
10041106,2032121,2022111
10041107,1133113,1133113
10041111,1143124,1143124
10041112,1133114,1133114
10041113,2112113,2112113
10041115,1123022,1022022
10041116,0033024,0033024
10041118,0033002,0033002
10041119,0033002,0033002
10041120,0122022,1122122
10041123,1011122,1011122
10041126,0011001,0011001
10041129,1113123,1113123
10041133,1123021,2033021
10041136,2113131,2113131
10041138,1111122,1111122
10041141,1013101,1013101
10041142,1133121,1122121
10041143,1033023,1033023
10041145,1122121,1122121
10041146,2011022,1011101
10041151,1033103,2043103
10041154,1113113,1113113
10041157,1133012,1133012
10041159,2122121,2112124
10041160,1011021,1011021
10041161,0011001,0011001
10041162,1121112,0021002
10041163,2043031,2043031
10041164,1133124,1133124
10041165,2123102,2123102
10041166,1023114,1133124
10041167,1143123,1143123
10041168,1111122,1111122
10041169,1023023,2033013
10041171,1133114,1133114
10041173,1113122,1123112
10041175,2132023,2132023
10041176,1122014,1122014
10041177,1033113,1033113
10041187,0033003,0033003
10041188,2112132,2112132
10041189,1123123,1123123
10041190,1122012,2022022
10041191,1133113,1133113
10041193,1023123,1023023
10041194,0013002,0123003
10041195,0011001,0011001
10041196,2112112,2112112
10041200,0022002,0022002
10041202,2123031,2123031
10041203,0133002,0133002
10041204,0013003,0012003
10041205,1043014,1043014
10041206,1033012,1033012
10041207,1133013,1133013
10041208,1132122,1132122
10041211,1033022,1033022
10041212,1033113,1033113
10041213,0132004,0033004
10041215,0113002,0113002
10041216,1033002,0043002
10041217,1033001,1033001
10041218,1032102,2132123
10041220,1112123,1112123
10041221,1112021,1112021
10041222,1043102,1043102
10041223,1133123,1111121
10041224,0032002,0032002
10041225,0133112,0133112
10041227,1013021,1022122
10041228,1033023,1033023
10041229,2123012,2123012
10041230,2033033,2033033
10041232,1033001,1033001
10041233,0123012,0123012
10041234,1043124,1043124
10041236,0023002,0023002
10041237,1012023,1012023
10041240,1132023,1132023
10041241,1122121,1122121
10041242,1122114,1122114
10041243,1122113,1122113
10041245,1012023,0012001
10041246,1033022,1033022
10041247,0033002,0033002
10041248,1111112,1111112
10041249,0022002,0022002
10041250,1033103,1033103
10041252,1122122,1122122
10041253,0023002,0023002
10041254,1013113,1013113
10041255,0033002,0033002
10041256,2011032,2111032
10041257,1033022,1043022
10041259,1043002,1043002
10041267,1033102,1033102
10041268,1133123,1033023
10041274,1033101,1033101
10041276,1133122,0111002
10041277,0013001,0013001
10041278,0123123,0123123
10041280,0033002,0033002
10041282,1112113,1033113
10041284,1033013,1033023
10041285,1033022,1033022
10041286,1043023,1043023
10041289,1031111,1011121
10041290,1143012,1143012
10041291,1133012,1133012
10041294,1123122,1123122
10041297,1011021,1011021
10041298,0113002,0113002
10041299,1023022,1023012
10041300,1122112,1122112
10041301,0013003,0013003
10041302,0012002,0012002
10041303,1011022,1011022
10041304,0122001,0122001
10041305,1133113,1133113
10041308,1113124,1113124
10041309,0111001,0111001
10041311,2111011,1122014
10041315,1033101,1033101
10041316,1033102,1033102
10041318,1133102,1133102
10041320,2043123,2043123
10041321,1133102,1133102
10041322,1013114,1013114
10041323,1122112,1122112
10041325,1111121,1111121
10041326,2112133,2112133
10041327,1133113,1133113
10041328,1013021,0011002
10041331,1033013,1033013
10041332,1022021,1022021
10041333,1033021,1033021
10041334,1133122,1133122
10041335,1143103,1143103
10041337,1133122,1133122
10041339,1111022,1021023
10041341,1123112,1123112
10041344,1143111,1143111
10041345,2012132,2012132
10041347,2133132,2133132
10041348,1043113,1143124
10041351,1043013,1043013
10041352,0013003,0013003
10041353,1113113,1113113
10041354,1033102,1033102
10041355,2122111,2122111
10041357,1133013,1133123
10041359,0012002,0012002
10041360,2011024,2011024
10041361,2112011,1112011
10041362,0023002,0023002
10041363,1022121,1022121
10041364,1013121,1013121
10041367,1033002,1033022
10041368,0023002,0013002
10041369,0011002,0011002
10041373,1033012,1033012
10041374,1111122,1111021
10041375,1133123,1133123
10041376,1112123,1112123
10041377,1043123,1043123
10041382,1031021,1031021
10041383,1143103,1143103
10041387,2133132,2133132
10041388,1111112,1111112
10041389,0033003,0033003
10041390,1133102,1112113
10041392,2123131,2123131
10041394,1043013,1043013
10041395,2033103,2033103
10041396,1122122,1122122
10041400,1112121,1112121
10041401,1013112,1013112
10041402,0143001,0143001
10041405,1132101,1132101
10041406,0012002,0012002
10041409,0043122,0043122
10041410,1131103,2133003
10041411,1132002,1132002
10041413,0011003,0011003
10041414,1143124,1143124
10041415,2133112,2133112
10041417,1133113,1133113
10041418,1122124,1122124
10041420,0011002,0011002
10041421,1111123,2111003
10041422,1143102,1143112
10041423,1022013,1022013
10041424,1033021,1033011
10041428,0021011,2123011
10041429,1033102,1033102
10041431,1033013,1033013
10041434,2133122,2133122
10041437,1133113,1113113
10041439,0011002,0011002
10041441,1022023,1022023
10041443,1011022,1011022
10041446,0122002,0122002
10041450,1133123,1133123
10041451,1111121,1111121
10041452,1032124,1032124
10041453,2011022,2011023
10041454,2023023,2023023
10041455,1133114,1133114
10041456,0013002,0033002
10041457,0112003,0112003
10041458,1123121,1123121
10041462,1123123,1123123
10041465,1133123,1133123
10041466,0011021,0011021
10041467,1123111,1123111
10041469,1113123,1113123
10041470,1033023,1033021
10041473,0113001,0111001
10041474,1033002,1033002
10041475,0012002,0012002
10041476,0033002,0033002
10041477,2043134,2043134
10041478,0011003,0011003
10041479,1113001,0013001
10041480,2133123,2133123
10041482,0011001,0011001
10041483,1033022,1033022
10041484,1033102,1033102
10041485,1133123,1133123
10041486,0022023,1012023
10041487,2033124,2033124
10041488,2033113,2033113
10041490,2143113,2143113
10041491,2113032,2113032
10041492,2033112,2023012
10041494,1133123,1023003
10041495,1143101,1143101
10041496,1133113,1133113
10041497,1133113,1133113
10041498,1112121,1112121
10041499,1133012,1133012
10041502,2013001,2013031
10041503,1133113,1133113
10041505,2112021,2112023
10041506,2032022,2032022
10041507,1123123,1133123
10041508,1143104,1143104
10041509,1033014,1033014
10041510,2121113,2121012
10041511,0111001,0111001
10041512,1132122,1122122
10041513,1133111,1133111
10041514,1013023,1113122
10041516,1033101,1033101
10041517,1113122,1113122
10041518,0011003,0011003
10041519,1043002,1043002
10041520,1011021,1011021
10041522,1133123,1133123
10041524,0011001,0011001
10041525,1011011,1011011
10041526,1112022,1133022
10041528,1133121,1133121
10041530,0033004,0033004
10041531,1133124,1133124
10041532,2043033,2043033
10041534,1013112,1021012
10041535,0033002,0033002
10041536,1112021,1112021
10041537,1143112,1143112
10041538,0113112,0113112
10041542,1112103,1122123
10041544,1013123,1013123
10041545,1022012,1022012
10041546,0013002,0013002
10041547,1123124,1123124
10041549,1033024,1033024
10041550,1112112,1112112
10041551,1122024,1122024
10041553,1122123,1122123
10041554,1023002,1023002
10041555,1133102,1133102
10041560,1122122,1122122
10041561,1123112,1123112
10041563,0033001,0033001
10041564,1011023,1011023
10041565,1022021,1022021
10041566,0022001,0022001
10041567,1133112,1133112
10041569,1023111,1023111
10041570,1132102,1132102
10041571,1133123,1133123
10041572,2113013,1133013
10041576,2112022,1022012
10041579,0123003,0123003
10041580,1043023,1043023
10041583,1012021,1012021
10041584,2011032,1133121
10041586,0012002,0012002
10041587,1133112,1133112
10041588,1023024,1023024
10041590,1132022,1132022
10041591,1033002,1033002
10041593,1012021,1012021
10041596,2012013,1111013
10041597,1143022,1143022
10041598,1013123,1013123
10041599,1133003,1033002
10041604,1133023,1133023
10041606,1133122,1133122
10041607,1023023,1023023
10041609,1111113,1111113
10041610,0043002,0043002
10041611,2023033,2023033
10041612,1011012,1111012
10041613,0122002,0122002
10041615,0122002,0122002
10041616,0133002,0133002
10041617,0023002,0023002
10041618,2113013,2113023
10041619,1033102,1033102
10041620,2112032,2112032
10041623,1133103,1133103
10041624,2112032,2112032
10041626,1011022,1011022
10041630,2122022,2122022
10041633,1022013,1022013
10041634,1033113,1033113
10041635,1033114,1033114
10041637,1133023,1123123
10041639,1033012,1033012
10041641,1133002,1133002
10041642,2133102,2133102
10041644,1043123,1043123
10041646,2043013,1023013
10041649,1033001,1033001
10041650,2043122,2043102
10041651,1142123,1143023
10041652,1111112,1111112
10041655,1133023,1033002
10041656,2012121,2022021
10041658,1111123,1111123
10041660,1112112,1112112
10041661,1113112,1113112
10041662,1133101,2033012
10041663,2123102,2123102
10041664,1133122,1133122
10041666,0043001,0043001
10041667,1123012,1123012
10041668,0011001,0011001
10041669,2013121,2013121
10041670,1123112,1122112
10041672,1123102,0023002
10041673,1033012,1033012
10041675,1023102,1133121
10041676,1133124,1133124
10041678,1111122,1111122
10041679,1123122,1123122
10041680,1133113,1133102
10041681,1111112,1111112
10041682,1122013,1122013
10041689,2022033,2022033
10041690,1133122,1133113
10041691,1133021,1133021
10041692,2023014,2023014
10041693,1013023,1013023
10041694,2133021,2133021
10041695,1123021,1123021
10041697,1123122,1123122
10041699,1133113,1133122
10041700,2033024,2033024
10041702,1033124,1033124
10041704,1012013,1012013
10041705,1033123,1033123
10041706,1043123,1043123
10041707,1133102,1133102
10041708,1033002,1033002
10041710,0011021,0011021
10041711,2011031,2011031
10041712,1133123,1133123
10041714,1023123,1023123
10041715,1133122,1133122
10041716,1023013,1023013
10041718,2133111,2123131
10041719,1012124,1012124
10041720,2033033,2033033
10041722,1023122,1033111
10041725,1133002,1133002
10041727,1033024,1033024
10041728,1013023,1013023
10041729,0033013,0033013
10041730,1033121,1033112
10041732,1011023,1011023
10041736,0023001,0023001
10041737,0033002,0033002
10041738,2133004,2033004
10041742,1033002,1033002
10041743,2011124,2011124
10041744,0113003,0113003
10041745,2133113,2133113
10041748,2133111,2133111
10041751,0123003,0123003
10041752,0033001,0033001
10041754,1033012,1033012
10041756,1143114,1143114
10041758,1033023,1033023
10041759,2033131,2033121
10041760,1033013,1033013
10041761,1032101,1032101
10041763,1022012,1122011
10041764,1043022,1033022
10041765,1013012,2113032
10041767,0013002,0013002
10041769,2133123,2133123
10041770,0011001,0011001
10041772,1033003,1033003
10041774,0023002,0022002
10041775,1143113,1143113
10041776,0043002,0043002
10041778,1133102,1133102
