customer_ID,group_size,homeowner,car_age,car_value,risk_factor,married_couple,duration_previous,A,B,C,D,E,F,G,age_average,cluster
10041071,1,1,1,4,0,0,1,B,B,D,D,B,C,E,40,1
10041106,1,1,1,5,0,0,4,C,A,C,C,B,B,B,26,1
10041160,1,1,4,6,0,0,4,B,A,B,B,A,C,B,38,1
10041164,2,1,8,5,1,0,6,B,B,D,D,B,C,E,41.5,1
10041374,1,1,1,5,0,0,2,B,B,B,B,A,C,B,39,1
10041428,1,1,12,7,0,0,1,C,B,C,D,A,B,B,37,1
10041429,1,1,8,4,1,0,1,B,A,D,D,B,A,C,38,1
10041437,1,1,6,6,0,0,3,B,B,B,D,B,B,D,39,1
10041451,1,1,2,6,0,0,2,B,B,B,B,B,C,B,36,1
10041462,1,1,9,5,0,0,6,B,B,C,D,B,C,D,28,1
10041465,1,1,8,4,0,0,6,B,B,D,D,B,C,D,24,1
10041480,2,1,10,6,0,0,2,C,B,D,D,B,C,D,30,1
10041569,1,1,1,5,0,0,2,B,A,C,D,B,B,B,30,1
10041579,1,1,14,6,0,0,6,A,B,C,D,A,A,D,30,1
10041583,1,1,9,5,0,0,3,B,A,B,C,A,C,B,49,1
10041626,1,1,9,7,0,0,4,B,A,B,B,A,C,C,26,1
10041634,1,1,2,7,0,0,3,B,A,D,D,B,B,D,40,1
10041656,1,1,1,6,0,0,1,C,A,C,C,A,C,B,40,1
10041700,1,1,2,6,1,0,8,C,A,D,D,A,C,E,38,1
10041710,1,1,12,6,0,0,9,A,A,B,B,A,C,B,41,1
10041729,1,1,13,4,0,0,1,A,A,D,D,A,B,D,24,1
10041754,1,1,5,6,0,0,2,B,A,D,D,A,B,C,44,1
10041767,1,1,12,6,0,0,5,A,A,B,D,A,A,C,44,1
10041784,1,1,9,5,0,0,6,B,B,D,D,B,B,C,42,1
10041795,1,1,10,7,0,0,2,B,B,D,D,A,B,C,38,1
10041815,1,1,9,6,0,0,9,B,A,E,D,B,A,B,29,1
10041863,1,1,10,5,0,0,1,B,B,B,B,B,B,E,53,1
10041874,1,1,13,7,0,0,2,A,A,B,C,A,A,C,23,1
10041904,1,1,3,5,0,0,1,C,A,C,C,A,C,C,27,1
10041927,1,1,10,7,0,0,1,B,A,D,D,A,C,C,34,1
10042024,1,1,14,7,0,0,1,A,A,D,D,B,C,D,37,1
10042042,1,1,1,6,1,0,5,B,A,E,D,B,A,B,41.5,1
10042054,1,1,1,5,0,0,5,B,A,D,D,A,B,D,24,1
10042059,1,1,1,6,0,0,0,C,A,B,B,A,D,C,52,1
10042061,1,1,1,5,0,0,1,C,A,B,B,B,D,B,25,1
10042115,1,1,8,6,0,0,5,C,B,D,D,B,D,B,23,1
10042131,1,1,7,4,0,0,5,B,A,C,C,A,C,D,25,1
10042146,1,1,8,6,0,0,1,A,A,C,D,A,D,C,47,1
10042153,1,1,6,6,0,0,5,B,B,C,C,A,C,B,21,1
10042166,1,1,1,7,0,0,1,B,A,D,D,B,B,D,29,1
10042179,1,1,2,6,1,0,8,B,B,B,D,B,C,E,33,1
10042204,1,1,14,5,0,0,6.09394972975809,A,A,C,D,A,A,C,24,1
10042218,1,1,2,6,0,0,3,B,B,D,D,B,B,D,36,1
10042255,1,1,9,6,0,0,6,B,B,D,D,B,C,C,57,1
10042278,1,1,2,5,0,0,10,B,A,D,D,A,C,B,28,1
10042285,1,1,3,4,0,0,1,C,B,D,D,B,D,B,28,1
10042326,1,1,12,6,0,0,1,A,A,B,B,A,A,C,40,1
10042364,1,1,7,7,0,0,7,C,B,D,C,B,B,D,36,1
10042371,1,1,6,5,1,0,2,B,B,B,B,B,B,C,34,1
10042385,1,1,10,6,0,0,5,B,A,B,D,A,C,C,26,1
10042388,2,1,5,4,1,0,5,B,B,C,D,A,A,C,40,1
10042403,1,1,7,5,0,0,8,B,B,D,D,B,C,C,47,1
10042421,1,1,12,6,0,0,3,C,A,C,C,A,D,B,28,1
10042430,1,1,7,5,1,0,1,B,A,C,B,B,C,C,42,1
10042444,2,1,1,5,0,0,1,B,B,C,C,B,C,C,43.5,1
10042454,1,1,2,5,0,0,2,B,B,D,D,B,C,B,45,1
10042462,1,1,2,5,1,0,10,B,B,D,D,A,B,D,25,1
10042501,1,1,2,5,0,0,1,B,B,B,B,B,C,C,30,1
10042510,1,1,6,6,0,0,0,B,B,D,D,B,B,D,43,1
10042569,1,1,14,5,0,0,1,A,A,B,C,A,A,D,23,1
10042599,1,1,10,7,0,0,6,B,B,D,D,B,C,C,32.5,1
10042621,1,1,3,7,0,0,3,B,B,D,D,B,B,E,37.5,1
10042633,1,1,10,5,0,0,2,B,B,B,B,A,C,D,30,1
10042637,1,1,1,6,0,0,7,B,B,B,B,B,B,C,23,1
10042658,1,1,7,7,0,0,3,C,B,B,B,B,D,D,39,1
10042668,1,1,1,5,1,0,10,B,A,D,D,A,C,D,34,1
10042679,1,1,12,5,0,0,3,B,A,B,B,A,C,C,30,1
10042701,1,1,9,7,0,0,3,B,A,D,D,A,C,B,23,1
10042751,1,1,5,5,0,0,3,B,B,B,D,B,B,B,23,1
10042759,1,1,2,6,0,0,3,C,A,D,D,A,C,D,30,1
10042768,1,1,4,5,0,0,2,B,B,C,B,A,C,C,50,1
10042803,1,1,1,5,1,0,1,B,B,E,D,B,A,C,28,1
10042846,1,1,1,4,0,0,3,C,A,B,B,A,D,B,38,1
10042872,1,1,1,7,0,0,3,C,A,C,C,A,D,B,20,1
10042884,1,1,7,6,1,0,3,B,B,D,D,B,A,C,40,1
10042892,1,1,9,6,0,0,8,C,B,D,D,A,C,B,47,1
10042921,1,1,6,6,0,0,5,B,B,B,B,B,C,B,45,1
10042945,1,1,8,5,1,0,6,B,B,C,D,B,B,C,28,1
10042990,1,1,6,5,0,0,5,C,B,D,D,B,C,D,20,1
10043022,1,1,9,7,0,0,1,B,B,C,D,B,C,E,24,1
10043024,1,1,3,4,0,0,5,B,A,C,D,A,C,D,34,1
10043028,1,1,2,5,0,0,1,C,B,D,C,B,C,D,35,1
10043090,1,1,8,3,1,0,5,B,A,C,D,B,B,D,26,1
10043166,1,1,7,6,0,0,5,C,B,B,C,A,D,B,44,1
10043252,1,1,1,6,0,0,8,B,A,D,D,A,C,C,45,1
10043291,1,1,8,6,0,0,7,B,A,C,D,B,B,D,51,1
10043310,1,1,1,5,0,0,1,C,A,B,B,A,D,C,35,1
10043336,1,1,6,5,0,0,5,B,A,B,C,A,C,C,52,1
10043347,1,1,0,5,1,0,2,B,B,D,D,B,C,D,46,1
10043353,1,1,8,4,0,0,1,B,B,B,C,B,C,D,21,1
10043389,1,1,7,4,0,0,5,A,B,C,D,A,A,D,31,1
10043478,2,1,9,5,0,0,1,B,B,B,D,A,B,B,37.5,1
10043493,1,1,3,7,0,0,2,C,A,E,D,A,D,D,32,1
10043595,1,1,7,5,0,0,1,B,A,C,D,A,C,B,20,1
10043613,1,1,10,6,0,0,2,A,A,B,B,A,A,C,41,1
10043645,1,1,2,6,0,0,5,B,B,D,D,B,C,B,44,1
10043690,1,1,14,6,0,0,2,B,B,D,D,B,C,C,27,1
10043717,1,1,1,6,0,0,2,B,A,B,C,B,C,D,26,1
10043721,1,1,12,6,0,0,5,B,A,C,C,A,C,C,35,1
10043744,1,1,1,7,0,0,6,C,A,D,D,A,B,B,31,1
10043836,1,1,11,5,0,0,12,A,A,C,C,A,A,C,32,1
10043840,1,1,7,5,0,0,4,C,B,D,D,B,B,D,47,1
10043850,1,1,11,6,0,0,0,B,A,B,B,A,C,D,36,1
10043895,1,1,9,4,0,0,1,B,A,D,D,A,B,D,34,1
10043912,1,1,3,6,0,0,2,B,B,D,D,B,C,D,56,1
10043944,1,1,9,6,0,0,4,B,B,D,D,B,C,C,37,1
10043967,1,1,12,6,0,0,1,B,B,B,B,B,C,B,46,1
10043983,2,1,0,6,0,0,9,B,A,C,D,A,C,C,35,1
10043991,1,1,7,6,0,0,8,B,B,C,C,A,C,C,24,1
10043996,1,1,6,5,1,0,9,C,A,C,D,B,D,C,43,1
10044004,1,1,1,5,1,0,4,B,B,D,D,B,C,C,24,1
10044070,2,1,3,6,0,0,5,C,B,B,B,B,C,C,32.5,1
10044076,1,1,7,5,0,0,1,C,B,B,C,A,D,C,27,1
10044091,1,1,6,6,1,0,7,B,A,D,D,B,A,D,32,1
10044116,1,1,1,6,1,0,2,B,B,D,D,B,B,D,37,1
10044122,1,1,11,5,1,0,7,A,A,D,D,A,A,D,35,1
10044145,1,1,3,5,0,0,1,B,B,D,D,B,C,D,45,1
10044242,1,1,4,6,0,0,2,C,A,C,C,A,B,D,21,1
10044261,1,1,8,6,1,0,6,B,B,D,D,B,A,C,26,1
10044274,1,1,3,6,0,0,6,B,A,C,D,A,C,B,28,1
10044286,1,1,4,7,0,0,1,B,A,E,D,A,C,B,31,1
10044291,1,1,9,6,0,0,6.09394972975809,A,A,B,C,A,A,C,54,1
10044307,1,1,2,6,0,0,3,B,A,B,B,A,C,C,48,1
10044309,1,1,5,4,0,0,1,B,B,E,D,A,A,E,25,1
10044343,1,1,5,5,0,0,7,B,A,D,D,B,C,D,45,1
10044358,1,1,2,5,0,0,9,B,B,C,D,B,C,D,31,1
10044373,2,1,6,5,0,0,0,B,B,C,C,B,C,B,26.5,1
10044383,1,1,0,7,1,0,2,B,A,C,D,A,C,E,24,1
10044387,1,1,10,6,0,0,12,B,A,D,D,A,C,B,27,1
10044445,1,1,6,6,0,0,2,A,A,B,B,A,A,C,46,1
10044451,1,1,6,4,0,0,11,B,B,D,C,A,B,D,33,1
10044458,1,1,4,5,0,0,4,B,B,C,D,B,C,D,25,1
10044520,2,1,4,5,0,0,2,B,B,B,C,B,C,C,38.5,1
10044539,1,1,8,6,1,0,1,A,A,B,B,A,A,C,44,1
10044543,1,1,12,6,0,0,4,B,A,C,C,A,C,B,53,1
10044546,2,1,10,5,0,0,2,B,B,D,D,B,C,C,27.5,1
10044624,2,1,8,6,0,0,3,C,A,B,B,A,D,B,41.5,1
10044702,1,1,12,6,0,0,8,B,B,B,B,B,B,B,31,1
10044718,1,1,8,7,0,0,9,B,A,D,D,B,C,C,24,1
10044723,1,1,6,5,0,0,5,B,A,B,B,A,C,B,24,1
10044724,1,1,8,5,0,0,4,A,B,C,C,A,A,C,30,1
10044790,1,1,8,5,0,0,8,B,A,B,B,A,C,C,48,1
10044813,1,1,8,6,0,0,2,B,A,D,D,B,B,C,46,1
10044824,1,1,6,5,1,0,3,B,B,D,D,B,C,D,48,1
10044836,1,1,7,7,0,0,8,B,A,D,C,A,B,C,33,1
10044866,1,1,6,5,0,0,3,B,A,D,D,A,C,B,46,1
10044870,1,1,1,6,0,0,8,C,A,D,D,B,A,C,51,1
10044918,1,1,5,6,0,0,5,C,B,C,D,B,B,D,37,1
10044950,1,1,7,5,0,0,7,B,B,C,C,B,C,C,22,1
10044965,1,1,8,7,0,0,3,B,B,D,D,B,B,D,36,1
10044979,1,1,4,5,0,0,1,C,B,C,D,B,C,E,27,1
10044993,1,1,7,5,0,0,1,A,B,B,B,A,A,C,40,1
10045048,1,1,1,5,0,0,3,C,A,B,C,A,D,C,54,1
10045052,1,1,6,5,1,0,1,B,A,B,C,A,C,D,48,1
10045069,1,1,8,6,0,0,0,B,B,B,B,B,B,C,39,1
10045070,2,1,7,5,0,0,14,C,B,D,D,A,B,C,29.5,1
10045079,1,1,3,5,0,0,4,B,B,B,C,A,B,C,36,1
10045091,1,1,3,6,0,0,7,B,B,D,D,B,B,D,37,1
10045119,1,1,8,5,0,0,1,B,A,C,D,A,D,B,23,1
10045130,1,1,6,5,0,0,1,B,B,B,B,B,B,B,25,1
10045178,1,1,5,5,0,0,5,B,A,D,D,A,C,C,37,1
10045191,1,1,12,4,0,0,5,C,A,D,D,B,C,C,21,1
10045267,1,1,2,5,0,0,3,B,B,D,C,B,B,C,34,1
10045313,1,1,4,6,0,0,7,B,A,D,D,B,C,B,55,1
10045314,1,1,0,7,0,0,3,B,B,D,D,B,B,B,22,1
10045348,1,1,2,5,1,0,9,C,B,E,D,B,A,B,43,1
10045414,1,1,15,6,0,0,3,A,A,D,D,A,A,B,34,1
10045425,1,1,9,5,0,0,4,B,B,C,C,B,B,B,53,1
10045469,1,1,7,3,0,0,5,C,A,C,D,A,A,B,42,1
10045472,2,1,8,6,0,0,5,C,A,D,D,B,D,D,33,1
10045490,1,1,12,7,0,0,2,B,B,D,D,B,B,B,33,1
10045506,1,1,1,5,1,0,3,B,A,D,D,B,A,C,42,1
10045508,1,1,1,6,0,0,3,B,B,D,D,B,C,B,27,1
10045525,1,1,8,6,0,0,1,B,B,B,B,B,A,B,45,1
10045543,1,1,11,6,0,0,2,A,A,D,D,A,A,C,40,1
10045591,1,1,12,7,0,0,1,C,B,E,D,B,C,D,25,1
10045594,1,1,9,6,0,0,10,B,A,B,C,A,C,C,26,1
10045623,1,1,9,6,0,0,1,B,B,B,B,B,C,C,50,1
10045641,1,1,11,6,0,0,3,B,B,B,B,B,C,B,58,1
10045676,1,1,8,4,0,0,7,A,B,D,D,A,A,D,23,1
10045776,1,1,13,6,0,0,2,A,A,C,C,A,A,E,35,1
10045788,1,1,1,6,1,0,3,C,A,B,D,B,D,D,25,1
10045789,1,1,9,6,0,0,4,B,B,B,B,B,C,C,55,1
10045795,1,1,10,6,0,0,7,B,A,D,D,A,C,C,24,1
10045797,2,1,0,5,0,0,3,C,B,C,C,B,C,C,33,1
10045825,1,1,3,6,0,0,6,C,B,B,B,A,D,B,29,1
10045839,1,1,7,6,0,0,2,B,B,C,D,B,C,D,29,1
10045872,1,1,9,6,1,0,1,B,B,D,D,A,A,C,32,1
10045901,1,1,3,4,0,0,3,C,B,B,B,B,D,B,39,1
10045907,1,1,3,5,1,0,1,B,A,D,D,B,A,C,36,1
10045913,1,1,11,5,0,0,3,B,A,D,D,A,C,C,42,1
10045916,1,1,5,5,1,0,4,B,A,B,D,A,C,D,28,1
10045942,1,1,2,4,0,0,1,C,A,B,C,B,C,D,23,1
10045960,1,1,8,5,1,0,6,B,A,D,C,A,A,C,36,1
10045971,1,1,6,5,0,0,4,B,A,B,D,B,C,D,42,1
10046015,1,1,4,5,0,0,9,B,A,D,D,A,B,D,44,1
10046026,1,1,10,6,0,0,1,C,B,D,D,B,B,E,20,1
10046056,1,1,2,6,0,0,1,B,A,D,D,B,C,B,56,1
10046080,1,1,8,7,0,0,10,C,A,D,D,A,C,D,32,1
10046081,1,1,1,7,0,0,1,B,A,D,D,A,C,D,25,1
10046090,1,1,8,4,0,0,4,B,B,C,C,B,C,B,22,1
10046120,1,1,3,6,0,0,6,B,B,B,B,B,C,C,30,1
10046167,1,1,10,5,1,0,8,A,A,B,D,A,A,D,24,1
10046170,1,1,3,5,0,0,1,B,B,C,C,B,C,C,35,1
10046176,1,1,5,5,0,0,0,B,B,B,C,B,C,C,36,1
10046177,1,1,9,6,0,0,6,B,A,C,D,B,C,B,23,1
10046237,1,1,11,4,0,0,8,B,B,B,C,A,C,C,23,1
10046243,1,1,3,5,1,0,5,B,B,D,D,B,B,E,38,1
10046264,1,1,9,6,1,0,6,B,B,C,C,B,C,D,25,1
10046266,1,1,1,7,0,0,3,B,B,D,D,B,C,B,36,1
10046268,2,1,13,6,0,0,6,B,B,E,D,B,A,C,34,1
10046326,1,1,10,6,0,0,5,C,A,C,D,A,D,D,40,1
10046335,1,1,1,5,0,0,5,B,A,D,D,B,C,C,22,1
10046343,1,1,7,5,1,0,3,C,A,C,D,B,A,D,46,1
10046351,2,1,2,3,0,0,9,B,B,D,D,B,B,D,27.5,1
10046355,1,1,1,4,1,0,6,B,B,C,D,B,A,D,28,1
10046369,1,1,7,7,0,0,1,C,B,D,D,A,D,B,36,1
10046398,1,1,8,5,1,0,1,B,A,D,D,B,A,C,22,1
10046408,1,1,12,6,0,0,3,C,A,C,D,A,D,D,35.5,1
10046479,1,1,2,7,0,0,2,B,A,C,C,A,C,C,22,1
10046484,1,1,8,6,0,0,1,B,B,B,B,A,C,B,49,1
10046492,1,1,8,7,0,0,2,C,A,D,D,A,C,B,33,1
10046540,1,1,3,7,0,0,8,B,B,D,D,B,C,C,23.5,1
10046592,1,1,7,7,0,0,7,B,B,D,D,B,C,D,34,1
10046594,1,1,12,5,0,0,0,B,B,D,D,B,B,D,42,1
10046618,1,1,6,4,0,0,1,B,A,D,D,B,A,B,53,1
10046663,1,1,7,7,0,0,3,C,A,D,D,A,C,C,19,1
10046709,1,1,10,6,1,0,2,B,A,B,B,B,C,B,42,1
10046738,1,1,12,5,0,0,1,A,B,B,C,A,A,D,34,1
10046762,1,1,13,4,0,0,4,C,A,D,D,A,B,C,23,1
10046769,1,1,9,6,0,0,10,B,B,D,D,B,C,B,42,1
10046823,1,1,4,6,0,0,7,B,B,B,B,B,C,C,49,1
10046825,1,1,4,7,0,0,4,B,A,B,B,B,C,B,34,1
10046833,1,1,10,4,1,0,8,B,A,E,D,B,A,D,25,1
10046849,1,1,4,4,1,0,10,B,A,B,C,B,C,D,39,1
10046861,1,1,6,5,0,0,3,B,A,D,D,B,B,D,47,1
10046871,2,1,1,6,0,0,4,C,B,C,D,B,C,C,31,1
10046882,1,1,4,4,0,0,9,B,A,B,B,A,C,C,26,1
10046887,1,1,2,6,0,0,2,B,B,C,C,B,B,D,29,1
10046939,1,1,4,6,0,0,3,C,A,D,D,A,C,D,29,1
10046963,1,1,1,6,0,0,1,B,B,B,B,B,C,B,29,1
10046987,1,1,6,6,0,0,3,C,B,B,C,B,C,B,38,1
10046994,1,1,4,6,0,0,10,B,B,D,D,B,B,D,26,1
10047031,1,1,2,5,0,0,2,B,A,D,D,A,B,E,40,1
10047035,1,1,2,4,0,0,7,C,A,B,B,A,B,D,25,1
10047074,1,1,3,5,0,0,10,B,A,D,D,B,B,C,37,1
10047127,1,1,13,5,0,0,6,B,A,B,D,A,C,D,25,1
10047133,1,1,12,6,0,0,3,A,B,C,D,A,C,C,24,1
10047136,1,1,9,5,0,0,7,B,B,D,C,B,C,C,31,1
10047152,2,1,7,6,0,0,8,C,B,B,B,A,D,C,26,1
10047172,1,1,2,7,0,0,11,B,B,C,D,B,C,C,26,1
10047177,1,1,3,5,1,0,10,B,B,D,D,B,C,D,32,1
10047202,1,1,5,4,0,0,4,B,A,D,D,A,B,D,42,1
10047215,1,1,9,4,0,0,2,B,B,B,B,B,C,C,48,1
10047227,1,1,3,6,0,0,1,B,B,B,D,B,C,B,53,1
10047250,1,1,8,6,0,0,8,B,A,B,B,A,C,C,25,1
10047252,1,1,3,5,0,0,2,C,A,D,D,B,B,C,24,1
10047261,2,1,11,6,1,0,4,B,B,D,D,B,C,D,52.5,1
10047265,1,1,2,7,1,0,1,B,A,B,D,A,C,D,24,1
10047285,1,1,4,6,0,0,11,B,B,D,D,B,C,D,31,1
10047349,1,1,12,6,1,0,0,B,B,B,D,B,C,E,28.5,1
10047351,1,1,1,5,0,0,8,C,B,D,D,B,C,D,48,1
10047360,1,1,9,6,0,0,8,B,B,D,D,B,C,B,45,1
10047406,1,1,5,7,0,0,1,C,B,E,D,B,C,D,33,1
10047445,1,1,5,6,1,0,8,C,A,D,D,B,A,D,40,1
10047486,1,1,10,5,0,0,5,B,B,B,C,B,C,C,34,1
10047516,1,1,6,4,0,0,7,B,A,C,D,A,B,D,23,1
10047558,1,1,6,5,1,0,6,B,B,E,D,B,C,D,25,1
10047588,1,1,7,6,0,0,2,C,A,D,D,A,B,D,49,1
10047629,1,1,9,5,0,0,1,B,B,D,D,B,B,E,56,1
10047648,1,1,10,6,0,0,3,B,A,B,D,B,C,C,32,1
10047671,1,1,9,6,0,0,2,A,A,B,C,A,A,C,47,1
10047672,1,1,3,4,1,0,6,B,B,E,D,B,C,D,23,1
10047716,1,1,1,5,0,0,5,B,A,D,D,B,C,C,52,1
10047723,1,1,2,6,0,0,7,B,A,D,D,A,B,D,54,1
10047742,1,1,6,6,0,0,6,B,B,B,C,B,C,D,29,1
10047743,1,1,2,6,0,0,1,C,B,D,D,B,D,D,28,1
10047771,1,1,9,4,0,0,6,B,B,D,D,B,A,B,37,1
10047805,1,1,8,5,0,0,3,B,B,C,D,B,B,D,40,1
10047832,1,1,1,5,1,0,2,B,B,C,D,A,C,D,26,1
10047848,1,1,4,3,0,0,1,B,B,B,C,A,B,D,39,1
10047884,1,1,3,6,0,0,3,B,B,B,B,B,C,D,52,1
10047891,1,1,3,5,0,0,2,C,B,C,D,A,C,E,44,1
10047925,1,1,11,4,0,0,4,A,B,C,C,A,A,C,27,1
10047938,1,1,8,5,0,0,2,B,B,C,C,B,C,D,42,1
10047943,1,1,11,6,0,0,2,B,A,B,C,A,B,C,47,1
10047966,1,1,10,7,0,0,4,C,B,D,D,B,C,C,30,1
10047994,1,1,4,4,0,0,3,B,A,D,C,A,C,B,46,1
10048014,2,1,15,6,0,0,1,B,A,B,C,A,C,D,28.5,1
10048031,1,1,7,5,0,0,1,B,B,D,D,A,C,B,37,1
10048034,1,1,3,5,1,0,5,C,A,B,D,B,D,D,26,1
10048058,1,1,7,4,0,0,3,B,B,B,C,B,C,C,40.5,1
10048084,2,1,7,5,1,0,1,B,A,D,D,B,B,D,33,1
10048103,1,1,3,6,0,0,4,C,B,B,B,B,D,B,53,1
10048143,1,1,2,6,0,0,9,B,B,C,C,B,C,C,46,1
10048165,1,1,1,4,0,0,8,B,A,D,D,A,C,C,23,1
10048259,1,1,4,6,0,0,6,B,A,D,D,A,C,D,27,1
10048273,1,1,7,7,1,0,5,B,B,B,D,A,C,D,20,1
10048277,1,1,10,6,0,0,3,A,A,B,B,A,A,B,39,1
10048348,1,1,13,7,0,0,2,A,A,B,B,A,A,C,34,1
10048352,1,1,11,5,0,0,1,B,B,E,D,B,C,C,48,1
10048422,1,1,4,4,0,0,6,C,A,B,C,A,D,C,30,1
10048462,1,1,7,6,0,0,3,C,A,B,B,A,B,C,41,1
10048514,1,1,1,5,0,0,3,B,B,C,C,B,B,E,27,1
10048526,1,1,12,5,0,0,4,A,A,C,D,A,A,B,24,1
10048534,1,1,9,6,0,0,2,B,A,C,D,A,C,C,26,1
10048611,1,1,2,6,1,0,7,B,B,D,D,B,A,D,39,1
10048617,1,1,4,5,0,0,4,B,A,C,C,A,C,C,41,1
10048636,1,1,6,6,1,0,7,B,B,E,D,B,A,D,50,1
10048658,1,1,11,6,0,0,8,A,B,E,D,A,A,C,57,1
10048671,1,1,8,5,0,0,1,B,B,C,D,B,B,D,41,1
10048714,1,1,6,6,0,0,5,B,A,D,D,B,A,B,51,1
10048738,1,1,3,6,1,0,2,B,B,E,D,B,B,C,32,1
10048739,1,1,4,4,0,0,3,B,B,D,D,B,C,C,24,1
10048810,1,1,5,6,0,0,3,B,A,D,D,A,C,D,54,1
10048815,1,1,6,6,0,0,1,B,A,B,C,A,C,C,20,1
10048847,1,1,8,5,0,0,1,B,B,B,B,B,C,C,36,1
10048863,1,1,12,5,0,0,9,B,B,D,D,B,B,B,24,1
10048881,1,1,6,6,0,0,7,B,A,D,D,B,C,C,31,1
10048894,1,1,6,4,0,0,1,B,B,E,D,B,C,B,36,1
10048911,1,1,11,6,0,0,2,A,A,B,C,A,A,B,44,1
10048914,1,1,8,6,0,0,3,B,B,B,C,A,C,B,33,1
10048981,1,1,4,5,1,0,4,C,B,D,D,B,C,D,27,1
10049051,1,1,1,5,0,0,3,C,B,C,D,B,C,C,25,1
10049055,1,1,10,7,0,0,6.09394972975809,C,A,B,C,A,B,D,27,1
10049117,1,1,2,5,0,0,2,B,B,D,D,B,B,B,40,1
10049128,1,1,5,6,0,0,4,B,A,D,D,A,C,C,42,1
10049231,2,1,6,5,1,0,1,B,A,C,B,A,C,B,38,1
10049252,1,1,8,7,0,0,5,B,A,B,D,B,B,B,35,1
10049257,1,1,2,6,0,0,2,C,A,E,D,B,D,C,55,1
10049267,1,1,4,4,0,0,3,C,B,B,C,B,C,C,48,1
10049311,1,1,6,4,0,0,1,B,B,D,D,A,B,B,31,1
10049363,2,1,12,5,0,0,6,A,B,B,C,A,A,D,39.5,1
10049382,1,1,9,5,1,0,1,B,B,C,D,A,B,D,48,1
10049441,2,1,13,5,0,0,3,A,A,B,D,A,A,B,30.5,1
10049442,1,1,12,5,0,0,8,A,A,B,D,A,A,C,31,1
10049465,1,1,6,4,0,0,12,B,B,B,C,B,B,C,28,1
10049529,1,1,8,5,0,0,2,B,A,B,B,A,C,B,29,1
10049562,1,1,6,6,1,0,1,B,B,D,D,B,B,D,49,1
10049593,1,1,9,5,0,0,1,B,B,D,D,A,B,C,47,1
10049644,1,1,1,4,0,0,0,B,A,D,D,A,C,C,24,1
10049691,1,1,4,7,0,0,3,C,B,E,D,B,B,D,26,1
10049706,1,1,1,5,1,0,4,B,A,B,B,A,C,D,40,1
10049715,1,1,7,5,0,0,2,B,B,C,C,A,B,C,36,1
10049733,1,1,3,5,1,0,5,B,B,D,D,B,A,C,29,1
10049780,1,1,1,6,0,0,6,B,A,E,D,B,C,D,46,1
10049799,1,1,4,6,0,0,6,B,A,D,D,B,A,B,37,1
10049846,1,1,12,6,0,0,2,A,B,C,D,A,C,C,36,1
10049890,1,1,2,5,0,0,1,C,A,B,C,A,D,C,22,1
10049940,1,1,15,6,0,0,9,B,B,B,B,A,B,D,24,1
10049952,1,1,6,6,1,0,6,B,A,B,C,B,C,B,32,1
10049953,1,1,11,6,0,0,2,B,B,C,C,B,B,C,47,1
10049980,1,1,7,7,0,0,1,A,B,D,D,A,A,D,29,1
10050019,1,1,10,5,0,0,2,B,B,B,B,B,C,C,49,1
10050036,1,1,3,6,0,0,2,C,B,C,C,B,C,D,54,1
10050041,1,1,12,5,0,0,6,A,A,D,C,A,B,D,22,1
10050084,1,1,6,6,0,0,1,B,B,C,C,B,C,C,48,1
10050094,1,1,2,7,0,0,1,C,A,E,D,A,D,B,24,1
10050106,1,1,12,5,0,0,5,B,B,E,D,B,B,D,35,1
10050138,1,1,8,5,0,0,3,B,B,C,C,B,C,C,46,1
10050140,1,1,10,7,0,0,5,B,A,D,C,A,B,D,21,1
10050183,1,1,8,7,0,0,10,B,B,B,D,B,B,C,32,1
10050225,1,1,1,5,0,0,2,A,A,D,D,B,B,E,50,1
10050256,1,1,7,6,0,0,4,B,B,B,B,B,C,B,48,1
10050264,1,1,7,7,0,0,3,C,A,D,C,A,D,B,21,1
10050266,1,1,5,6,0,0,4,B,B,B,B,B,C,C,47,1
10050269,1,1,3,5,1,0,7,B,B,E,D,B,A,B,45.5,1
10050314,1,1,6,6,0,0,6,B,B,B,B,B,C,B,43,1
10050316,1,1,8,7,0,0,4,B,A,C,C,A,C,D,26,1
10050317,1,1,8,5,0,0,5,B,B,B,C,B,B,B,38,1
10050320,1,1,9,4,0,0,1,B,A,C,D,A,C,C,32,1
10050327,1,1,5,5,0,0,5,C,A,B,B,B,A,B,38,1
10050394,1,1,7,6,0,0,3,B,A,B,B,A,A,C,35,1
10050395,1,1,9,5,0,0,9,B,B,D,D,B,C,D,35,1
10050398,1,1,7,5,0,0,4,C,B,D,D,B,D,D,40,1
10050420,1,1,2,6,1,0,2,B,A,D,D,A,C,D,42,1
10050421,1,1,3,6,0,0,3,B,A,B,B,A,C,E,42,1
10050436,1,1,3,5,0,0,4,B,A,C,D,A,B,D,27,1
10050443,1,1,2,7,1,0,10,B,A,B,C,B,B,D,25,1
10050473,1,1,10,7,1,0,6,C,B,D,D,B,A,C,22,1
10050484,1,1,6,6,0,0,4,B,B,B,B,B,C,C,21,1
10050509,1,1,9,6,0,0,9,B,A,B,B,A,C,B,25,1
10050512,1,1,7,6,0,0,0,B,A,D,D,B,B,B,55,1
10050606,1,1,7,5,0,0,5,C,A,B,C,B,B,D,54,1
10050622,1,1,3,7,0,0,0,C,A,B,D,B,C,C,43,1
