customer_ID,group_size,homeowner,car_age,car_value,risk_factor,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,age_average
10001984,1,0,11,7,4,0,1,3,1,1,1,1,1,1,2,715,31
10001985,1,0,15,6,0,0,2,2,0,0,2,1,0,0,1,578,25
10001986,1,1,9,6,2,0,1,9,2,0,1,2,0,3,4,631,54
10001987,1,0,7,5,0,0,1,1,2,1,1,2,1,3,1,669,37
10001988,2,0,16,5,4,1,1,1,0,1,2,3,0,0,2,583,38.5
10001989,2,1,1,6,2,1,1,5,1,0,1,3,1,2,3,643,54.5
10001991,1,1,20,5,2,0,3,15,2,1,3,3,1,1,3,584,70
10001992,2,1,4,6,2,1,3,9,2,1,3,3,1,1,3,658,74.5
10001994,1,1,4,5,0,0,1,3,1,0,1,1,0,2,1,673,35
10001998,3,1,20,4,2,1,3,15,0,0,3,3,0,0,2,592,66
10002000,1,1,2,6,1,0,3,8,1,1,3,3,1,1,4,598,60
10002002,1,1,7,7,2,0,4,9,1,1,3,3,0,0,2,618,49
10002003,1,0,5,7,1,0,3,4,2,1,3,3,1,0,2,613,58
10002004,1,1,5,8,1,0,3,6,1,1,3,3,1,1,3,641,27
10002005,1,1,23,3,0,0,3,13,0,1,3,2,0,0,2,603,29
10002006,1,1,14,4,1,0,1,5,1,1,1,3,0,2,3,585,61
10002007,2,1,5,9,1,1,3,5,1,1,3,3,0,2,3,629,42
10002008,1,1,2,6,0,0,3,1,1,1,4,3,1,1,2,650,54
10002009,1,0,1,5,1,0,4,2,1,1,4,3,1,2,2,642,37
10002011,1,0,12,4,0,0,3,6,2,0,3,3,0,2,2,620,21
10002012,1,1,5,5,2,0,3,3,1,0,3,3,0,0,1,653,27
10002014,2,1,1,7,1,1,3,7,1,1,3,3,1,1,3,599,61.5
10002015,1,1,1,5,3,0,3,15,1,0,3,3,0,1,3,638,75
10002016,1,0,3,8,0,0,3,3,1,0,2,2,0,2,4,740,21
10002019,1,1,9,5,0,1,1,1,0,1,1,1,0,0,2,611,37
10002024,1,1,10,8,0,0,1,2,2,0,1,3,0,3,2,686,47
10002028,1,1,15,6,3,0,1,10,1,1,1,1,1,2,2,602,34
10002029,1,0,7,5,4,0,1,3,1,1,1,2,1,1,2,639,25
10002030,1,1,3,5,4,0,3,2,1,1,3,3,1,2,1,626,28
10002032,1,1,2,5,3,0,3,9,2,1,3,3,1,3,3,671,43
10002033,1,1,13,7,1,0,4,3,0,1,4,3,1,0,3,599,58
10002034,1,1,12,5,1,0,4,2,0,0,1,3,0,0,3,554,52
10002036,1,0,6,6,3,0,2,12,1,1,1,3,1,1,3,644,33
10002037,1,0,20,4,2,0,2,15,1,1,2,2,1,1,4,651,75
10002040,2,1,13,4,3,0,3,5,1,0,3,3,0,2,3,628,63.5
10002041,2,1,13,4,0,1,3,12,1,0,4,3,1,1,2,616,47
10002042,2,0,4,5,2,1,1,1,2,1,3,3,1,0,4,681,47
10002043,1,0,6,7,3,0,2,3,1,1,2,3,0,2,3,654,38
10002045,2,1,11,7,0,1,3,15,1,0,3,3,1,1,1,575,44
10002048,1,1,1,6,0,0,3,1,2,1,3,3,1,1,3,693,39
10002050,1,0,6,5,0,0,1,0,2,0,1,3,0,3,1,654,27
10002051,1,0,7,5,0,0,2,5,1,1,2,2,1,1,1,674,37
10002053,1,1,13,5,1,0,3,2,0,0,3,3,0,2,2,590,75
10002055,1,0,8,5,1,0,1,8,1,1,2,2,1,2,1,623,22
10002058,2,1,10,5,4,1,2,2,1,1,2,2,1,1,2,624,48
10002059,2,1,3,5,0,1,3,15,1,1,2,2,1,2,3,658,53.5
10002061,2,1,16,5,0,1,2,1,0,0,1,2,0,2,3,617,53
10002063,2,1,2,6,4,1,1,3,1,0,2,3,0,2,2,614,29.5
10002064,1,1,2,7,1,1,3,14,2,0,3,3,0,3,3,569,53
10002065,1,0,10,6,3,0,4,2,2,1,1,1,1,3,2,760,20
10002066,1,1,6,6,1,0,4,15,1,1,4,3,1,0,2,597,66
10002067,2,0,8,6,4,0,3,5,1,0,3,3,1,0,1,663,26
10002068,1,1,11,6,2,0,2,2,1,1,3,3,0,0,2,588,31
10002069,1,0,3,5,0,0,1,0,1,1,3,3,1,2,1,680,38
10002070,1,1,14,3,0,0,3,3,0,0,3,3,0,0,2,552,51
10002071,2,0,5,4,0,1,4,8,2,1,2,2,1,1,3,611,26.5
10002072,1,1,6,5,4,0,4,3,2,0,4,3,1,2,2,603,65
10002074,1,0,4,7,3,0,3,8,1,1,3,3,1,0,3,652,25
10002076,1,1,3,5,3,0,1,15,1,1,1,2,1,2,3,661,70
10002078,2,1,7,8,2,1,3,7,1,0,3,2,0,2,3,607,75
10002079,1,1,1,7,3,0,3,7,2,0,2,3,0,2,3,620,26
10002080,1,0,14,7,0,0,2,0,0,0,2,2,0,0,3,541,51
10002082,1,0,4,6,3,0,3,8,1,0,3,3,1,0,1,663,25
10002084,1,0,1,6,0,0,2,4,2,0,1,3,0,3,1,678,24
10002085,1,1,3,5,0,0,3,12,1,0,3,3,1,1,2,659,27.5
10002087,2,1,7,4,0,1,2,3,1,1,2,2,1,2,1,630,69.5
10002088,1,0,16,4,0,0,1,3,0,1,1,2,0,0,1,605,57
10002089,1,1,10,3,4,0,2,7,1,0,1,3,0,2,2,578,21.5
10002091,1,0,12,3,3,0,4,2,0,0,1,3,0,2,2,679,18
10002096,1,1,1,6,1,0,4,1,2,0,3,3,0,0,2,671,49
10002100,1,0,7,5,0,0,3,2,1,0,3,3,1,2,3,661,40
10002102,1,1,5,5,4,0,2,1,2,0,2,2,0,2,2,624,46
10002105,1,1,2,6,2,0,4,3,1,0,3,3,1,0,2,662,55
10002107,1,1,3,6,4,0,3,3,1,0,3,3,1,1,3,616,41
10002109,1,0,2,6,1,0,3,3,1,1,3,3,1,0,2,665,75
10002110,1,0,10,6,0,0,3,7,1,1,2,3,1,2,3,672,52
10002112,2,1,1,6,1,1,3,7,1,1,3,3,1,2,4,578,71.5
10002113,1,1,19,3,0,0,2,0,0,0,1,3,0,0,2,579,46
10002114,2,1,1,6,1,1,3,15,1,1,3,3,1,0,2,630,69.5
10002115,2,1,14,6,4,0,2,0,0,1,3,3,0,0,3,625,60
10002116,1,1,16,4,0,1,1,1,0,0,1,3,0,0,1,619,27
10002117,2,0,11,5,0,1,1,9,1,1,1,2,1,2,1,648,33.5
10002118,1,0,1,6,4,0,1,3,1,1,1,3,1,2,1,720,37
10002120,1,0,2,6,4,0,4,4,2,1,4,3,1,1,4,645,51
10002123,1,1,2,7,0,0,3,2,1,0,2,2,0,2,2,673,51
10002124,2,0,9,6,0,0,4,5,1,1,3,3,1,2,3,630,33.5
10002125,1,0,10,7,0,0,4,4,2,0,1,1,0,3,3,685,33
10002127,2,0,11,5,0,1,1,2,1,1,1,2,0,2,1,668,49.5
10002131,1,1,1,4,4,0,3,15,2,0,3,3,1,2,3,606,61
10002133,2,1,6,5,0,0,3,6,2,1,3,3,0,2,1,600,64.5
10002134,1,1,10,8,3,0,1,6,1,0,2,3,0,2,4,633,57
10002135,1,1,1,5,0,0,3,15,1,1,3,3,1,1,2,687,75
10002137,2,1,13,5,4,1,3,0,1,0,3,3,0,2,2,660,75
10002141,2,1,5,4,4,1,3,8,1,0,3,3,0,0,2,645,64.5
10002142,1,1,12,5,3,0,2,15,0,1,1,1,0,0,2,618,71
10002143,1,1,5,5,3,0,1,1,1,0,1,1,0,2,2,615,53
10002145,2,1,5,7,2,1,3,15,1,1,3,3,1,2,3,578,75
10002150,2,0,1,5,2,1,3,1,2,0,3,2,0,3,4,730,34
10002154,1,1,7,6,0,0,3,2,2,1,2,3,1,2,2,685,29
10002155,2,1,2,7,1,1,3,13,1,1,3,3,1,1,4,608,62
10002156,1,0,14,4,3,0,1,5,2,0,1,3,0,3,3,620,56
10002157,1,1,11,6,4,0,3,2,1,0,3,3,0,0,1,648,75
10002160,1,0,10,5,1,0,4,0,2,1,3,3,1,3,3,625,67
10002162,1,0,8,5,3,0,4,2,2,1,4,3,1,1,3,603,29
10002164,1,1,1,7,0,0,3,5,1,1,3,3,1,2,1,624,26
10002165,1,0,8,5,0,0,3,3,1,1,3,2,1,1,2,656,26
10002166,1,0,1,5,0,0,4,15,2,0,3,3,0,2,1,611,56
10002167,1,1,11,6,0,0,2,2,0,0,2,3,0,0,3,576,27
10002168,1,1,11,4,0,0,1,7,1,1,1,1,0,2,2,654,23
10002170,1,0,13,4,0,0,4,4,0,0,1,3,0,0,2,615,20
10002171,1,0,4,6,3,0,1,2,0,0,1,3,0,2,3,620,26
10002173,1,1,10,8,3,0,2,4,1,1,2,2,1,2,1,653,46
10002174,1,0,9,5,0,0,1,3,1,0,1,1,0,1,1,683,23
10002175,1,1,7,6,3,0,3,2,1,1,3,3,1,2,3,622,26
10002176,1,0,7,4,2,0,4,6,2,0,4,3,1,0,2,663,24
10002179,1,0,11,5,3,0,1,4,1,0,1,2,1,2,3,618,67
10002181,2,1,18,4,0,1,2,15,0,0,2,2,0,0,1,516,59
10002182,1,1,9,4,2,0,4,1,1,0,4,3,0,2,2,555,59
10002183,2,0,6,6,3,1,3,12,1,1,3,3,1,2,4,653,73
10002184,2,1,1,6,4,0,3,7,2,0,3,3,0,3,2,671,31.5
10002185,1,1,11,7,0,0,3,3,1,0,3,3,0,1,1,631,45
10002186,1,1,7,6,0,0,3,7,1,0,3,3,1,0,1,660,32
10002190,1,1,1,5,0,0,4,8,2,1,1,1,0,3,1,633,26
10002191,2,1,10,7,0,1,1,2,1,1,1,1,1,2,1,628,52
10002192,1,1,5,5,0,1,1,3,0,0,2,3,0,0,1,568,33
10002193,2,0,3,7,3,1,3,6,1,0,3,3,0,0,2,634,42
10002195,2,0,12,6,0,1,1,2,2,1,1,1,1,3,4,620,24
10002196,1,0,16,5,2,1,2,3,0,0,2,2,0,0,2,672,41.5
10002197,1,1,19,5,0,0,4,0,0,1,4,3,0,0,2,558,26
10002198,1,1,6,6,4,0,3,9,1,1,3,3,1,1,4,609,42
10002199,1,1,4,5,0,0,2,5,1,0,2,1,1,1,1,654,53
10002200,2,0,1,7,4,1,3,7,1,0,1,3,1,2,3,632,31
10002203,2,1,5,6,3,1,3,1,1,1,3,3,1,2,3,612,36.5
10002206,1,0,7,4,4,0,4,14,1,0,3,3,0,1,2,595,29
10002207,1,1,2,7,0,0,3,1,1,1,3,3,0,2,2,640,52
10002208,1,1,1,6,4,0,3,6,2,0,1,1,0,0,2,653,38
10002209,1,1,9,7,0,0,3,4,0,0,3,3,0,0,1,604,72
10002212,1,0,9,7,0,0,2,3,1,1,2,3,0,1,2,636,33
10002215,1,1,7,8,0,0,1,2,1,1,1,1,1,2,1,710,70
10002216,1,0,9,5,2,0,3,6,2,0,3,3,0,0,2,607,24
10002217,1,1,1,5,2,0,1,6,1,0,3,3,1,1,3,639,30
10002218,1,0,9,5,3,0,3,6,1,0,2,3,0,0,2,619,27
10002219,1,0,5,5,0,0,1,1,1,1,1,2,1,1,3,705,27
10002220,1,1,13,7,0,0,2,6,1,0,2,2,0,2,2,640,75
10002221,1,1,13,5,4,0,2,2,1,1,2,2,1,2,2,627,62
10002222,2,1,11,5,0,1,3,5,1,0,3,3,0,2,2,598,38
10002224,2,1,1,6,1,1,4,12,1,1,4,3,1,1,3,593,58
10002225,2,0,2,7,2,1,1,1,1,0,3,3,0,1,3,664,43.5
10002227,1,0,15,4,3,0,2,4,0,0,2,2,0,0,2,578,30
10002228,1,0,7,5,1,0,1,0,1,1,1,1,1,2,2,655,32
10002231,1,0,13,4,0,0,4,10,0,0,1,3,0,0,3,552,24
10002234,2,1,8,3,1,1,3,4,2,0,3,3,0,1,3,611,69.5
10002235,1,0,6,5,3,0,3,10,1,1,3,3,1,1,3,636,51
10002236,1,0,7,5,2,0,3,8,1,1,3,2,1,1,3,632,71
10002237,1,0,11,4,4,0,1,7,0,0,1,1,0,0,2,625,55
10002241,1,0,3,7,2,0,3,2,1,1,3,3,1,0,2,698,46
10002245,1,1,5,4,1,0,3,15,2,0,3,3,0,3,3,568,63
10002246,1,1,2,7,0,0,1,0,1,1,1,3,1,1,2,728,37
10002250,1,0,10,5,0,0,3,0,1,1,3,2,1,1,3,666,26
10002251,2,1,2,5,1,1,3,15,1,1,3,3,1,0,2,679,75
10002253,1,1,3,5,1,0,3,15,1,0,3,2,1,0,2,703,75
10002254,1,0,9,6,0,0,1,0,1,1,1,1,1,2,1,741,26
10002255,1,1,7,6,1,0,4,8,1,1,4,3,1,2,4,652,46
10002258,3,1,19,5,1,1,3,15,0,1,3,3,0,1,3,629,45.5
10002261,1,0,4,7,3,0,4,4,1,0,2,3,0,1,2,632,24
10002263,1,0,12,5,3,0,3,2,0,1,1,3,0,0,2,618,23
10002265,1,0,3,4,1,0,1,3,1,1,1,2,1,2,3,637,35
10002266,1,0,6,6,4,0,1,2,1,0,1,2,1,2,3,751,26
10002267,1,0,11,6,0,0,1,3,0,1,1,3,0,0,2,592,33
10002269,1,1,1,5,0,0,2,1,1,0,2,3,1,2,3,620,55
10002270,1,1,4,5,1,0,3,15,1,0,3,3,0,1,3,603,51
10002271,2,1,6,4,0,1,1,8,1,1,3,3,1,2,4,658,25
10002273,1,1,2,5,2,0,3,1,2,1,3,3,1,2,1,600,31
10002274,1,0,4,6,4,0,4,3,1,1,3,3,1,0,2,749,20
10002279,1,0,5,6,0,0,4,5,1,0,4,3,1,1,3,655,26
10002281,1,1,1,6,1,0,3,15,1,1,3,3,1,0,3,657,56
10002282,1,0,3,7,1,0,3,11,1,1,3,3,1,2,1,609,44
10002283,1,0,1,8,3,0,3,3,1,0,3,3,0,0,2,651,32
10002285,3,1,5,6,1,1,4,14,1,1,4,3,1,0,2,648,32.5
10002286,1,0,8,5,3,0,1,0,1,1,2,2,1,1,2,674,59
10002287,1,1,3,6,4,0,3,3,1,1,3,3,1,1,3,617,35
10002289,1,1,1,6,2,0,2,6,1,1,3,3,1,0,3,615,30
10002291,4,1,11,5,3,1,3,4,0,1,3,3,0,0,3,603,34
10002293,1,1,8,5,2,0,2,5,2,1,2,3,1,0,2,719,35
10002294,1,1,8,7,2,0,4,4,1,0,4,3,1,0,4,620,63
10002295,2,1,7,7,4,1,2,12,1,1,2,2,1,2,2,590,29
10002298,2,1,9,6,2,1,3,15,1,0,3,3,0,1,3,558,63
10002302,2,1,8,4,2,1,3,15,1,0,3,3,1,0,2,598,65.5
10002303,1,0,20,4,4,0,1,5,0,0,1,1,0,0,2,602,70
10002305,1,1,13,7,0,0,3,12,1,1,3,3,1,2,4,630,51
10002306,1,1,0,7,0,0,3,15,1,0,3,3,0,0,3,626,54
10002307,1,1,9,6,0,1,2,2,2,0,2,3,0,3,2,615,26.5
10002309,1,0,14,6,4,0,3,15,1,0,3,3,0,1,2,611,52
10002310,1,0,8,6,0,0,1,9,1,1,1,1,0,2,2,640,58
10002312,1,1,1,8,1,1,4,2,2,0,1,2,0,0,1,643,62
10002313,1,0,8,4,3,0,3,3,1,1,3,3,1,1,3,590,51
10002314,1,0,5,5,4,0,3,5,1,1,3,3,1,2,2,637,23
10002315,1,0,10,4,4,0,3,8,1,1,2,2,1,0,2,634,25
10002317,1,0,10,5,2,0,3,12,0,0,1,2,0,0,3,616,28
10002319,1,0,11,6,2,0,2,3,0,0,2,3,0,0,2,655,40
10002320,2,0,3,4,2,1,3,15,2,1,3,3,1,1,3,642,75
10002321,2,0,1,5,4,0,2,1,1,0,3,3,0,1,3,739,29.5
10002322,2,1,7,7,0,1,3,15,2,1,4,3,0,2,3,548,45
10002324,1,1,11,6,2,0,4,6,1,0,3,3,0,2,2,587,43
10002325,1,0,1,5,0,0,3,12,2,0,3,3,1,0,1,675,27
10002326,1,0,2,6,3,0,3,15,2,0,3,3,1,1,3,628,63
10002327,1,0,10,3,3,0,3,1,0,0,2,3,0,0,3,635,19
10002330,1,1,5,7,1,0,3,2,1,1,3,3,1,1,3,691,30
10002331,2,0,4,6,0,1,3,4,1,1,3,3,1,1,1,623,28
10002332,1,1,11,5,0,0,1,2,0,1,1,3,0,0,3,541,31
10002333,2,0,12,6,0,1,3,1,1,1,3,3,0,2,2,626,57
10002334,1,0,20,5,2,0,2,7,0,0,2,2,0,0,2,634,32
10002335,1,1,8,6,0,1,4,6,1,1,3,3,0,1,1,589,36
10002337,1,0,10,7,0,0,3,12,2,1,3,3,1,3,3,608,44
10002338,2,1,12,4,4,0,1,2,0,1,1,2,0,0,1,616,48.5
10002340,1,1,7,4,0,0,3,4,1,0,3,3,0,1,3,613,62
10002341,2,1,7,7,3,1,3,2,1,1,3,3,1,1,2,594,68.5
10002342,1,1,14,5,3,0,2,6,1,1,2,2,1,2,4,614,70
10002344,2,1,12,5,2,0,2,7,0,0,2,3,0,0,3,587,61
10002345,1,1,9,5,3,0,2,5,0,0,2,3,0,2,1,716,20
10002347,1,0,7,4,4,0,3,15,1,0,3,3,1,1,3,672,72
10002348,1,1,8,5,4,0,3,9,2,1,3,3,1,3,3,621,32
10002349,1,1,5,4,1,0,1,4,1,1,1,2,1,1,3,615,75
10002350,1,0,19,3,0,0,3,8,0,0,2,3,0,0,1,582,26
10002354,1,0,9,5,0,0,1,1,2,0,1,3,0,0,1,682,30
10002355,1,0,17,4,3,0,3,1,0,0,3,3,0,0,1,611,20
10002356,2,0,13,3,3,1,2,10,0,1,1,2,0,0,3,557,51.5
10002359,1,0,7,5,2,0,3,2,1,0,3,3,1,0,1,660,30
10002361,2,1,8,6,4,0,2,1,2,1,3,3,1,2,1,592,37.5
10002364,1,1,5,4,3,1,3,15,1,1,3,3,0,0,1,585,30.5
10002365,1,0,7,4,0,0,1,4,1,1,1,2,1,1,4,654,26
10002368,1,1,8,7,1,0,1,6,1,1,1,3,1,2,4,625,39
10002369,1,1,10,5,3,0,1,1,1,1,1,3,1,2,3,685,67
10002371,2,1,3,6,3,1,3,1,1,1,3,3,1,1,1,590,75
10002372,1,0,8,7,3,0,1,7,1,0,1,3,1,2,4,687,48
10002373,1,1,6,5,3,0,3,9,1,0,4,3,0,1,3,620,72
10002374,1,0,4,5,0,0,1,3,1,1,1,3,0,2,1,668,22
10002375,1,1,1,5,1,0,1,4,1,1,1,2,1,1,4,639,66
10002376,1,1,10,6,2,0,3,3,1,1,2,2,1,2,1,602,59
10002377,1,1,3,5,4,0,3,11,1,0,3,3,1,2,3,707,52
10002378,1,0,19,4,4,0,1,3,0,1,1,1,0,0,2,577,34
10002379,1,0,15,5,1,0,1,15,1,0,1,1,1,0,4,643,47
10002381,1,1,10,7,0,0,4,4,1,1,1,3,0,1,2,681,22
10002385,2,1,7,5,4,1,1,2,1,1,1,1,0,2,1,588,53
10002388,1,1,17,5,3,0,1,6,0,0,1,3,0,0,3,549,61
10002389,2,1,1,8,1,1,3,0,2,1,4,3,1,3,3,659,42.5
10002391,2,1,15,7,2,0,3,15,0,1,3,3,0,0,2,617,31
10002395,1,0,1,4,0,0,2,5,1,1,2,3,0,1,1,605,38
10002396,1,0,7,6,2,0,3,3,2,0,3,3,0,0,2,621,31
10002398,1,1,2,7,3,0,3,8,1,0,3,3,0,2,3,626,25
10002399,1,0,13,6,0,0,3,4,1,1,3,3,0,1,3,648,21
10002404,2,1,12,7,2,0,1,5,1,0,1,2,0,1,1,656,29.5
10002405,1,0,2,4,0,0,2,3,1,1,2,3,0,1,3,650,36
10002406,2,1,7,4,0,0,2,15,2,0,2,3,0,3,2,694,32
10002407,1,1,8,5,1,1,1,15,1,0,1,3,1,2,4,654,75
10002410,2,1,11,7,1,1,3,15,1,1,2,2,1,1,2,611,65.5
10002411,2,1,5,5,0,1,2,8,1,0,2,2,0,2,2,595,48.5
10002412,2,1,22,3,4,0,3,3,0,1,1,2,0,0,2,604,34
10002414,1,1,13,4,1,0,3,1,1,0,3,3,1,1,4,693,75
10002415,1,0,21,3,4,0,3,9,0,0,3,3,0,0,2,578,25
10002416,1,1,8,7,0,0,2,2,2,0,1,2,0,3,1,635,32
10002417,1,1,1,6,0,0,4,5,1,1,4,3,0,1,1,633,34
10002419,1,0,16,7,0,0,2,2,0,1,1,3,0,0,2,601,21
10002424,1,1,19,4,3,0,2,13,0,0,1,1,0,0,2,537,35
10002425,1,0,9,4,0,0,3,13,1,1,3,3,1,2,2,636,34
10002426,1,1,8,7,2,0,2,15,1,0,2,2,0,2,2,605,75
10002427,1,1,10,6,2,0,4,4,2,1,4,3,1,1,3,597,26
10002428,2,1,8,5,3,0,1,2,0,0,1,3,0,0,2,696,45.5
10002429,1,1,13,6,3,0,3,15,1,1,3,3,1,0,2,618,57
10002430,1,1,7,7,0,0,1,1,0,0,1,1,0,1,1,605,34
10002432,2,1,2,6,0,1,3,6,1,1,3,3,1,1,3,610,28
10002434,1,1,1,8,0,0,2,1,1,1,1,3,1,2,2,758,45
10002435,2,1,1,9,2,1,4,3,1,0,4,3,0,2,4,720,51
10002440,1,1,12,6,1,0,2,15,1,1,1,2,1,2,2,624,75
10002441,2,1,10,5,1,0,1,1,1,1,3,3,0,0,2,654,39.5
10002442,1,1,2,7,4,0,4,5,1,1,3,3,1,1,4,610,65
10002444,1,0,11,8,2,0,1,3,1,1,1,2,0,2,3,652,37
10002446,1,1,5,6,4,0,1,8,1,1,1,2,1,1,2,675,36
10002447,2,1,9,7,0,1,2,3,1,0,2,2,0,2,3,614,26.5
10002448,1,0,13,6,3,0,1,7,0,1,1,1,0,0,3,591,44
10002449,1,0,9,6,4,0,2,1,0,0,2,2,0,0,4,618,25
10002450,1,0,4,4,3,0,4,1,1,1,2,3,0,2,2,611,32
10002451,1,0,1,6,0,0,3,6,1,1,2,2,0,2,2,677,22
10002452,1,0,2,5,0,0,3,6,2,0,3,3,1,2,3,660,22
10002454,1,0,8,4,0,0,1,5,0,0,1,2,0,0,2,613,23
10002455,2,1,7,4,4,1,4,15,1,0,3,3,0,2,2,608,29
10002456,1,0,13,5,3,0,3,2,1,0,2,2,0,2,4,595,64
10002458,2,1,10,6,1,1,2,15,2,1,2,2,0,1,4,567,61.5
10002461,1,0,13,5,4,0,1,14,2,0,1,3,0,2,3,765,30
10002462,1,0,4,7,2,0,3,6,2,1,3,3,1,0,2,673,33
10002464,1,1,8,5,0,0,1,4,1,1,3,3,1,1,1,670,63
10002466,1,0,5,9,0,0,1,3,2,1,1,1,1,2,2,782,46
10002467,2,1,4,5,0,1,4,3,1,1,2,2,1,2,2,603,59.5
10002468,1,1,4,5,1,0,3,4,1,1,3,3,1,1,3,635,69
10002469,1,0,7,6,0,0,3,6,1,0,3,3,0,2,2,611,24
10002470,1,0,14,5,0,0,1,1,1,0,2,2,0,1,2,677,30
10002471,1,0,20,5,0,0,2,0,0,0,2,3,0,0,1,614,19
10002472,1,0,4,7,4,0,1,3,1,0,1,2,0,1,2,665,33
10002473,1,0,9,6,3,0,1,2,1,1,1,1,1,2,1,753,21
10002475,1,1,9,5,0,0,2,2,1,0,2,3,1,2,3,587,30
10002476,1,0,11,6,3,0,1,3,1,1,1,3,0,1,3,668,28
10002478,1,1,12,5,3,0,1,9,1,0,2,2,1,2,2,562,32
10002479,2,1,9,5,0,0,3,4,1,1,2,3,1,1,3,713,37
10002480,1,0,7,4,3,0,2,10,1,1,2,3,1,2,2,635,26
10002481,1,1,1,5,3,0,4,11,1,0,4,3,0,2,3,622,67
10002482,1,1,7,4,1,0,1,4,1,1,1,3,0,2,3,606,60
10002483,1,1,8,6,1,0,3,3,1,1,2,3,0,2,3,625,75
10002485,2,0,11,7,0,1,1,15,1,1,1,2,1,2,2,669,36
10002488,2,1,4,5,0,1,4,6,1,1,3,3,0,2,1,639,30.5
10002491,1,1,12,7,3,0,3,3,1,1,3,3,0,2,4,632,52
10002492,2,0,8,9,0,1,3,7,2,1,3,3,1,3,1,656,37
10002493,1,0,9,4,1,0,2,7,0,0,2,2,0,2,3,651,70
10002497,1,1,10,5,0,0,1,6,1,0,1,1,0,1,4,685,23
10002499,1,1,10,5,1,0,4,15,2,0,4,3,1,0,3,567,67
10002500,1,0,14,4,0,0,1,4,0,1,2,2,0,0,1,603,19
10002502,1,0,19,5,3,0,2,4,0,1,1,3,0,0,1,600,40
10002503,2,1,2,8,2,1,4,4,1,1,4,3,0,1,3,603,68.5
10002506,2,1,7,5,0,1,3,3,1,1,3,2,0,1,1,609,30
10002507,2,1,15,6,0,1,1,5,0,0,1,2,0,0,2,641,33
10002510,1,1,10,5,4,0,3,1,1,0,3,3,0,1,3,597,28
10002511,1,0,18,6,0,0,1,2,0,0,1,1,0,0,1,612,52
10002513,2,1,1,6,2,0,1,8,1,1,3,3,1,2,2,631,52.5
10002514,2,1,13,6,4,1,2,2,1,0,3,3,0,2,1,611,55
10002516,1,1,7,4,1,0,3,6,1,1,3,3,1,1,4,597,75
10002521,1,0,13,5,3,0,4,4,1,0,3,3,1,0,2,602,62
10002523,1,1,12,5,0,0,3,1,0,0,2,2,0,0,2,618,46
10002526,1,1,7,7,2,0,3,8,1,0,3,3,1,1,3,637,65
10002530,2,0,15,5,4,0,1,2,0,0,1,1,0,0,1,621,49
10002532,2,0,2,5,1,0,4,14,2,1,2,3,1,1,3,637,37.5
10002533,1,0,5,5,4,0,2,8,1,0,2,2,0,2,2,599,50
10002534,2,0,4,7,1,1,3,4,2,0,3,3,0,2,4,643,48
10002535,1,0,12,6,0,0,1,2,0,1,3,2,0,0,3,543,52
10002538,1,0,4,5,1,0,1,15,2,0,1,3,1,0,2,673,49
10002540,1,1,9,7,2,0,1,3,1,0,1,2,0,2,1,576,53
10002543,1,1,2,6,2,0,3,10,1,1,3,3,1,1,3,624,63
10002544,1,1,6,5,0,1,1,1,1,0,2,2,0,2,2,566,71
10002546,1,1,2,6,4,0,3,2,1,0,3,3,1,2,2,596,55
10002549,1,0,9,5,0,0,1,2,1,1,1,1,0,1,2,674,43
10002550,1,1,8,6,1,1,1,3,0,0,1,1,0,0,2,629,45.5
10002551,1,0,2,8,2,0,2,7,1,1,2,3,1,2,4,660,58
10002552,1,1,9,7,4,0,4,8,2,0,4,3,0,2,2,605,51
10002553,2,1,3,7,4,1,4,3,1,0,4,3,1,2,2,582,37
10002555,1,1,6,7,0,0,4,4,1,1,4,3,1,2,3,647,33
10002556,2,0,1,5,0,1,4,4,1,1,2,2,1,2,1,674,25.5
10002557,2,1,18,5,0,1,3,12,0,0,2,2,0,2,2,564,52
10002558,1,1,1,6,4,0,3,2,1,0,3,3,0,0,2,574,31
10002559,2,1,9,7,1,1,4,9,1,1,4,3,1,1,3,631,67.5
10002560,1,1,11,5,2,0,2,5,2,0,2,2,0,1,1,578,34
10002561,2,1,12,6,0,1,1,5,0,0,1,1,0,0,2,584,39
10002562,2,0,8,7,3,1,1,0,0,0,1,3,0,0,1,565,35
10002563,1,0,1,5,0,0,3,5,1,1,2,3,1,1,3,648,24
10002564,2,1,6,5,0,0,2,8,2,1,2,2,1,3,1,648,36.5
10002565,2,1,4,6,4,1,3,7,1,1,3,3,1,1,2,586,41
10002566,1,1,6,5,1,0,3,9,1,1,3,3,1,2,3,590,62
10002568,1,0,4,4,3,0,3,5,1,0,2,3,0,0,1,647,22
10002569,1,0,1,5,3,0,3,1,1,0,3,3,0,0,3,681,21
10002570,1,0,5,5,3,0,3,7,1,1,3,3,0,0,4,673,23
10002573,1,0,4,5,0,0,3,2,1,1,1,3,1,2,1,690,62
10002575,1,1,4,6,2,0,3,14,1,0,3,3,0,0,2,677,69
10002576,2,1,10,7,2,0,1,9,1,1,1,2,1,2,3,667,34
10002578,1,0,7,6,3,0,3,3,1,1,3,3,1,1,3,600,46
10002579,1,1,1,6,2,0,3,1,1,0,3,3,0,1,2,717,75
10002584,1,0,1,8,2,0,3,7,2,1,3,3,1,0,3,694,33
10002585,1,0,11,6,0,0,3,1,1,0,3,3,0,0,1,636,29
