customer_ID,group_size,homeowner,car_age,car_value,risk_factor,married_couple,duration_previous,A,B,C,D,E,F,G,age_average
10033864,1,1,4,f,1,0,15,1,1,2,2,1,1,2,75
10033865,1,0,10,g,3,0,15,1,1,1,1,0,2,2,45
10033866,2,1,1,f,2,1,10,1,1,3,3,1,2,2,69
10033867,1,1,16,e,0,0,0,0,0,1,2,0,0,2,44
10033868,1,0,6,e,0,0,15,1,0,3,3,1,2,2,64
10033870,3,0,5,g,4,1,2,1,1,1,2,0,2,4,50
10033873,1,0,1,f,1,1,6,1,0,3,3,1,0,2,35.5
10033875,1,0,7,d,1,0,4,1,0,2,2,0,0,3,51
10033876,1,0,4,d,2,0,6,1,0,1,3,1,1,3,66
10033878,1,0,3,d,0,0,3,2,1,1,1,1,1,3,37
10033880,1,0,4,e,0,0,3,2,0,2,2,0,3,2,24
10033881,1,1,17,e,3,0,15,1,1,3,3,1,1,1,75
10033884,1,0,11,e,0,0,1,0,0,1,1,0,0,2,46
10033886,1,0,2,e,1,0,15,1,0,4,3,0,0,2,71
10033887,1,0,6,e,0,1,2,2,1,2,3,1,1,3,43.5
10033888,1,0,13,d,3,0,2,0,0,1,2,0,0,2,20
10033889,2,1,13,i,3,1,3,2,0,3,3,0,3,3,62.5
10033890,1,1,1,h,3,0,3,2,0,3,3,0,0,2,46
10033891,1,1,5,d,4,1,7,1,1,3,3,1,1,2,38
10033893,1,0,1,e,0,0,3,2,0,2,3,0,2,3,73
10033894,1,0,3,f,4,0,4,1,0,2,2,0,0,1,25
10033895,1,1,3,e,0,0,1,1,1,3,3,1,2,3,54
10033896,1,1,23,e,4,0,14,0,1,2,2,0,0,1,75
10033898,2,1,6,f,3,1,15,1,0,2,2,0,0,2,57
10033899,2,1,9,f,2,0,1,1,0,1,1,1,2,4,47
10033901,1,1,1,f,2,0,3,1,0,4,3,1,2,3,74
10033902,1,0,2,f,0,0,6,1,0,2,2,0,2,3,42
10033903,1,0,7,g,4,0,10,1,0,3,3,1,2,3,42
10033904,1,0,4,e,0,0,0,1,1,2,2,1,2,1,21
10033905,1,0,1,g,1,0,10,1,0,4,3,1,1,3,25
10033906,1,1,3,e,4,0,15,1,0,1,3,0,1,3,49
10033909,1,1,8,f,0,0,3,2,0,3,3,0,3,2,19
10033910,1,0,1,g,0,0,5,2,1,2,2,1,3,1,34
10033912,1,0,11,g,3,0,4,0,0,1,1,0,0,2,29
10033914,1,1,12,f,3,0,4,2,0,4,3,0,3,4,27
10033915,1,1,13,e,2,0,15,0,0,3,3,0,2,2,70
10033916,1,0,20,e,3,0,2,0,0,1,1,0,0,1,19
10033917,2,1,12,g,3,0,15,1,0,4,3,1,1,4,41.5
10033918,1,0,1,f,2,0,13,1,0,2,2,0,2,1,28
10033919,1,0,16,e,0,0,4,0,0,1,2,0,0,3,62
10033920,1,0,9,f,3,0,1,1,1,2,3,0,2,1,21
10033921,1,1,6,d,4,0,15,1,1,3,3,1,1,1,75
10033922,1,0,1,f,0,0,3,1,1,3,3,1,2,3,21
10033923,1,0,3,d,3,0,7,1,1,3,3,1,2,3,42
10033924,1,1,6,d,0,0,0,1,1,2,2,1,2,4,60
10033925,1,1,6,h,4,0,1,1,0,2,2,1,2,1,43
10033932,1,1,2,g,3,0,11,1,0,4,3,1,2,4,64
10033934,1,1,15,d,1,0,1,1,0,3,3,1,0,2,39
10033935,2,1,2,g,2,1,9,1,0,4,3,0,2,2,59
10033936,1,1,2,h,3,0,15,2,1,3,3,1,0,2,48
10033937,1,1,4,e,4,0,1,2,1,1,1,1,2,1,32
10033940,2,1,1,e,2,1,15,1,1,3,3,1,0,2,75
10033941,2,1,6,d,1,1,4,1,1,4,3,1,1,1,74.5
10033942,1,0,9,d,3,0,6,2,0,3,3,0,1,2,25.5
10033946,1,0,9,f,2,0,1,1,0,3,3,1,0,2,52
10033947,1,1,6,e,0,0,1,1,0,3,2,0,0,2,58
10033948,1,0,9,h,0,0,2,1,1,3,3,1,2,4,35
10033951,1,0,19,c,2,0,8,0,0,1,1,0,2,2,69
10033953,2,1,10,g,2,1,15,1,0,2,3,0,2,4,50.5
10033955,1,1,11,e,0,0,3,1,1,1,3,1,2,3,55
10033956,1,1,8,f,3,0,2,2,1,2,2,1,2,1,36
10033957,1,1,4,e,1,0,4,2,1,2,3,1,0,2,74
10033958,1,1,6,e,1,0,11,1,0,3,3,1,0,2,62
10033960,1,0,7,d,3,0,4,1,0,3,3,0,2,3,20
10033961,2,0,3,e,4,1,4,1,1,1,2,0,2,2,74.5
10033962,2,1,19,c,0,1,2,0,0,1,1,0,0,2,40.5
10033963,1,0,2,e,0,0,2,1,1,3,3,1,2,1,24
10033964,1,1,10,d,3,0,4,1,1,3,3,1,2,3,57
10033965,1,1,12,d,4,0,7,1,0,2,3,1,2,1,63
10033966,1,0,14,e,0,0,3,0,0,3,2,0,0,2,23
10033968,1,0,1,f,4,0,10,2,0,3,3,0,1,1,28
10033970,1,1,7,e,0,0,4,0,0,3,3,0,0,3,21
10033972,1,1,2,e,1,0,4,1,0,2,2,0,2,2,75
10033974,1,1,4,e,2,1,2,2,0,1,1,0,3,2,75
10033975,1,1,14,f,4,0,15,1,0,1,3,1,1,4,67
10033976,2,1,2,f,3,1,7,1,0,3,3,1,0,2,40
10033978,1,1,3,f,0,0,15,1,0,3,3,1,1,2,45
10033984,1,1,6,e,4,0,2,1,0,3,3,1,2,3,70
10033985,1,1,8,e,1,0,5,1,0,4,3,0,0,1,75
10033986,1,1,8,f,4,0,3,2,1,1,1,0,2,2,50
10033988,1,0,5,d,4,0,12,1,0,3,3,0,1,2,56
10033991,2,1,12,g,3,1,9,1,1,4,3,0,0,3,44.5
10033993,1,0,7,e,0,0,6,1,1,3,3,1,1,3,22
10033994,2,0,3,e,0,0,0,1,0,1,1,0,2,1,30.5
10033996,1,0,10,f,3,0,3,1,1,2,3,0,2,1,60
10033997,1,0,10,f,0,0,1,1,0,1,3,1,1,2,31
10033998,1,1,4,e,0,0,3,1,0,2,3,0,2,2,25
10033999,1,0,4,g,2,0,3,1,1,1,1,0,2,2,60
10034002,1,0,7,d,4,0,8,1,1,3,3,1,1,2,24
10034003,2,0,11,e,0,1,7,1,0,1,1,1,1,2,51.5
10034005,1,0,7,e,2,0,6,2,0,1,3,1,0,2,27
10034007,1,0,13,f,0,0,2,0,0,1,2,0,0,1,45
10034008,1,0,1,d,1,0,1,1,1,3,3,1,1,3,30
10034009,1,0,14,f,3,0,3,0,0,1,3,0,0,1,25
10034012,1,0,2,e,2,0,4,1,0,2,3,0,2,1,19
10034015,1,1,16,f,0,0,2,0,0,1,1,0,0,1,28
10034019,1,0,14,e,4,0,4,0,1,1,1,0,0,2,20
10034020,1,0,7,f,0,0,5,2,0,1,1,0,2,2,23
10034022,1,0,6,g,2,0,1,1,0,3,3,0,2,1,25
10034024,1,1,1,d,3,0,7,1,1,3,3,1,2,3,27
10034025,2,1,2,f,0,0,15,1,0,1,2,0,2,1,40.5
10034026,1,1,8,g,0,0,0,1,0,1,1,0,2,1,52
10034028,2,1,12,f,1,1,10,0,1,2,2,0,0,1,28
10034030,1,1,6,f,1,0,10,1,1,4,2,1,1,2,26
10034031,1,0,7,e,0,0,2,1,1,2,3,1,1,1,23
10034032,1,1,1,e,0,0,1,1,1,2,2,1,2,2,24
10034033,1,0,9,e,0,0,3,2,0,3,3,1,2,2,24
10034036,1,0,13,e,0,0,6,1,0,2,2,0,1,1,22
10034037,1,1,14,e,0,0,5,0,0,2,3,0,0,1,21
10034038,1,0,9,e,3,0,10,1,0,2,2,0,1,3,32
10034039,1,0,6,g,4,0,0,1,1,2,3,1,1,1,25
10034040,1,0,4,e,0,0,8,2,1,3,3,0,2,3,29
10034041,1,0,0,g,1,0,1,1,1,3,3,1,0,4,43.5
10034042,1,1,8,f,1,0,6,1,1,3,3,1,2,3,53
10034044,1,0,1,e,3,0,8,1,0,2,2,1,2,2,23
10034045,2,1,5,d,1,1,2,1,1,3,3,1,0,4,69
10034046,1,0,17,e,1,0,1,0,1,2,3,0,1,2,31
10034047,1,0,3,e,0,0,6,1,1,3,3,1,1,3,23
10034048,1,0,14,e,0,0,5,0,0,1,1,0,0,2,25
10034049,1,0,12,e,0,0,4,0,0,3,3,0,0,1,27
10034050,1,1,20,g,0,0,1,1,1,3,3,0,1,2,54
10034053,1,1,8,f,0,0,9,1,1,2,3,0,1,2,25
10034055,1,1,3,f,0,0,2,2,0,3,3,0,2,3,30
10034059,1,1,6,e,2,0,8,1,1,4,3,1,1,4,44
10034060,1,1,18,e,4,0,2,0,0,3,3,0,0,3,25
10034061,1,1,6,f,0,0,1,1,0,1,1,0,2,1,38
10034062,1,0,9,d,3,0,1,0,1,4,3,1,0,2,22
10034063,1,1,13,g,2,0,15,0,0,3,3,0,0,2,45
10034065,2,0,12,e,2,1,2,0,0,2,3,0,0,2,30
10034066,1,0,13,e,2,0,3,0,1,2,2,0,0,2,60
10034067,2,1,17,e,4,1,11,1,1,2,2,1,1,2,70.5
10034068,1,1,5,e,1,0,5,1,1,3,3,1,1,2,56
10034069,1,1,11,d,2,0,10,2,1,3,3,1,0,4,60
10034071,1,0,2,f,4,0,0,1,1,2,3,1,2,2,38
10034074,1,1,8,g,0,0,2,2,1,1,1,1,3,1,30
10034075,1,1,12,f,0,0,2,0,0,1,3,0,0,2,32
10034076,1,1,1,h,1,0,11,1,0,3,3,1,2,3,37
10034079,1,1,10,e,2,0,14,1,1,3,3,1,0,2,70
10034081,3,1,8,d,4,1,15,1,1,2,1,1,2,2,41.5
10034082,2,1,12,f,0,1,6,1,1,3,3,1,2,1,68
10034083,1,0,4,e,4,0,1,1,0,1,1,0,2,2,37
10034086,1,0,7,f,0,0,6,1,1,2,2,0,1,3,23
10034087,1,0,4,e,2,0,6,2,0,3,3,0,0,3,25
10034089,1,1,1,g,4,0,5,1,1,4,3,1,1,2,59
10034093,1,0,6,e,1,0,8,1,1,2,3,0,1,3,22
10034095,3,1,2,e,2,1,2,2,1,1,3,1,2,3,36.5
10034100,1,0,13,e,0,0,5,0,0,3,3,0,0,1,22
10034101,1,1,0,e,1,0,15,1,0,1,3,1,2,3,56
10034103,1,1,18,e,1,0,4,0,0,4,3,0,0,2,53
10034104,2,1,7,g,0,1,6,2,1,2,2,1,1,3,40.5
10034105,1,1,18,d,1,0,2,0,0,3,3,0,0,3,64
10034106,1,0,7,e,3,1,7,1,1,1,3,1,1,3,24
10034107,1,1,4,d,3,0,2,1,1,2,2,1,2,3,69
10034108,1,1,5,f,2,0,11,1,0,1,3,0,2,2,70
10034111,2,1,5,d,4,1,2,1,0,3,3,0,1,2,68.5
10034112,1,1,4,f,3,0,8,1,1,1,2,1,2,4,69
10034115,1,0,10,e,0,0,0,0,1,2,2,0,0,1,37
10034119,2,0,8,e,3,1,1,1,0,1,2,1,2,1,25
10034120,1,0,2,d,3,0,0,1,1,4,3,0,2,2,23
10034121,1,1,1,f,3,0,15,1,0,3,3,1,2,3,72
10034122,1,0,16,e,3,0,1,0,0,1,2,0,0,3,18
10034123,1,0,1,f,3,0,3,2,0,3,3,1,0,2,21
10034124,1,0,7,f,4,0,0,0,0,1,1,0,0,2,54
10034125,1,1,8,e,1,1,15,1,0,4,3,0,0,1,75
10034128,1,0,3,e,3,0,12,2,0,3,3,0,3,3,62
10034129,2,1,6,f,2,1,4,1,0,3,3,1,2,2,69
10034130,1,1,1,f,4,0,6,2,1,3,3,1,2,3,41
10034131,2,0,11,e,4,1,11,1,0,1,1,0,2,4,36
10034135,2,1,2,f,1,1,15,1,1,3,3,0,2,4,71
10034136,1,1,6,h,0,0,3,1,1,1,1,1,1,2,73
10034137,2,1,10,e,0,1,7,1,1,1,1,1,2,2,24
10034138,1,1,11,e,4,0,1,0,0,2,3,0,0,2,42
10034139,1,0,1,e,3,0,5,1,0,3,3,1,2,1,39
10034141,1,1,4,d,2,0,15,1,1,3,3,1,0,3,46
10034142,1,0,6,d,0,0,4,1,1,2,3,1,2,2,59
10034143,1,1,9,f,2,0,13,1,0,4,3,1,0,2,65
10034146,2,1,22,c,1,1,1,0,0,4,3,0,2,4,72.5
10034148,2,1,6,f,3,1,5,1,1,3,3,1,1,1,49.5
10034149,1,0,6,f,4,0,2,1,0,2,2,0,1,1,27
10034152,1,0,7,g,2,0,2,1,0,3,3,0,2,3,23
10034153,1,0,3,e,0,0,2,1,1,2,3,1,2,2,20
10034157,1,0,2,e,0,0,15,1,0,3,3,0,1,1,29
10034158,1,0,2,e,0,0,4,1,0,3,3,0,2,1,22
10034160,1,0,8,e,0,0,6.09394972975809,1,0,1,2,0,2,1,45
10034162,1,1,1,f,4,0,3,1,1,3,3,1,1,1,75
10034165,1,1,14,f,0,0,3,0,0,1,2,0,0,2,61
10034166,1,0,5,e,0,0,9,2,0,1,2,0,1,1,50
10034167,1,1,0,f,1,0,15,1,0,2,2,1,2,3,70
10034168,1,1,4,g,3,0,3,1,1,3,3,1,2,3,71
10034169,1,1,5,e,2,1,1,2,0,1,2,0,0,2,56
10034170,1,1,10,e,4,0,3,0,1,1,2,0,0,1,59
10034171,1,1,17,e,0,1,2,1,0,3,3,0,2,2,32
10034173,1,0,7,e,0,0,7,1,0,2,2,0,2,1,32
10034174,2,1,8,h,4,1,3,1,1,3,3,0,2,2,34.5
10034175,2,1,1,g,2,1,15,1,1,2,3,1,2,3,60.5
10034176,1,1,9,d,1,0,6,2,1,3,3,1,0,2,43
10034178,2,0,4,d,0,1,4,2,0,3,3,1,2,1,43.5
10034179,1,0,9,e,4,0,3,1,1,2,3,1,2,1,32
10034180,2,1,3,f,2,1,2,1,1,3,3,1,0,1,53.5
10034181,1,1,0,f,1,0,6,1,1,2,3,1,1,3,27
10034182,1,0,9,f,3,0,6,2,0,1,3,0,3,2,26
10034183,1,0,10,d,4,0,15,1,0,3,3,0,2,3,32
10034185,1,1,3,e,1,0,15,1,0,2,2,1,2,1,75
10034186,1,0,12,e,3,0,1,0,0,1,1,0,0,2,28
10034187,1,0,11,e,0,0,2,0,1,1,2,0,0,3,27
10034188,1,1,4,e,0,0,2,2,0,2,3,0,2,3,28
10034189,1,0,5,f,4,0,2,1,1,2,2,1,2,2,41
10034191,1,1,15,e,0,0,1,0,0,1,2,0,0,2,65
10034192,1,1,1,e,0,0,1,1,0,3,3,0,2,3,41
10034193,1,1,14,e,0,1,13,1,1,3,3,1,2,1,69.5
10034194,1,0,6,f,0,0,0,1,0,1,1,0,1,1,30
10034197,1,1,24,c,1,0,15,1,1,3,3,0,1,2,69
10034200,2,1,7,e,0,1,4,2,1,3,3,1,1,1,40.5
10034203,2,1,6,h,1,0,6,1,1,3,3,1,2,1,41
10034204,2,0,4,g,0,1,2,1,1,1,1,1,1,1,40.5
10034205,1,1,10,f,1,0,1,0,1,1,3,0,0,3,35
10034208,1,1,6,d,4,0,5,1,0,2,3,0,2,1,55
10034209,1,0,2,e,3,1,2,2,0,3,3,0,0,2,52.5
10034211,1,1,9,e,2,0,10,1,1,1,2,1,2,3,50
10034212,1,0,4,e,2,0,1,1,1,2,2,1,2,1,23
10034213,1,0,15,g,3,0,6,0,0,1,2,0,0,3,54
10034214,1,1,1,h,1,0,15,1,1,3,3,1,1,2,65.5
10034216,1,0,8,e,0,0,2,1,0,3,3,0,2,2,22
10034219,2,1,2,d,0,1,8,1,0,3,3,0,1,1,62.5
10034220,1,1,8,e,0,1,15,1,1,4,3,1,1,2,58.5
10034221,1,1,3,e,4,0,9,1,0,4,3,0,2,1,27
10034222,1,0,13,g,0,0,6,1,1,1,3,1,0,1,41
10034224,1,1,1,e,3,0,7,1,1,3,3,1,0,3,35
10034225,1,1,4,f,4,0,1,2,1,1,2,0,3,2,39
10034228,2,1,2,g,2,1,15,2,0,3,3,1,2,3,75
10034229,1,0,10,d,3,0,8,1,1,2,3,1,2,2,63
10034230,1,1,7,f,4,0,6,2,1,1,2,1,3,3,47
10034231,1,0,10,d,0,0,2,2,1,1,1,1,2,2,22
10034232,2,1,1,f,1,1,15,2,0,2,2,1,2,3,75
10034233,1,1,11,f,0,0,8,1,1,3,3,1,0,1,64
10034234,1,0,11,f,4,0,12,0,0,1,2,0,0,3,29
10034235,1,1,8,c,1,0,15,1,1,4,3,1,1,4,65
10034237,1,0,10,f,0,0,4,1,0,1,1,0,0,1,30
10034239,1,0,4,e,0,0,8,1,0,3,3,0,1,3,24
10034240,1,0,15,f,4,0,7,1,1,2,3,1,2,2,25
10034241,2,1,3,f,1,1,12,1,1,3,3,1,1,3,62
10034242,1,0,1,f,1,0,2,2,1,1,3,1,0,2,46
10034245,1,1,3,g,2,0,7,1,0,4,3,1,0,3,47
10034246,1,1,5,e,0,0,3,1,0,3,3,0,2,2,44
10034250,1,0,8,f,1,0,2,2,1,1,2,1,3,3,32
10034252,1,1,1,e,1,0,0,1,1,3,3,1,0,1,66
10034253,1,0,10,g,3,0,9,0,0,3,3,0,0,3,52
10034254,1,0,14,d,4,0,3,0,0,3,3,0,0,2,47
10034256,2,1,8,e,4,1,5,1,1,4,3,1,2,1,52.5
10034259,2,0,4,e,0,1,2,1,1,3,3,0,1,1,37
10034260,1,0,5,e,2,0,3,1,1,3,3,1,2,1,60
10034262,1,0,23,d,4,0,0,0,0,1,1,0,0,2,48
10034263,1,1,7,f,0,0,1,2,0,1,1,0,3,2,25
10034265,2,1,9,f,4,1,3,0,0,2,2,0,0,2,40
10034266,2,1,16,g,1,1,7,1,0,2,3,1,1,3,75
10034269,1,0,1,g,1,0,11,1,1,1,2,1,2,3,26
10034276,1,1,2,e,1,0,6,1,0,2,3,1,2,3,32
10034277,1,1,8,e,0,0,2,0,0,3,3,0,0,2,70
10034278,1,1,13,g,3,0,12,0,0,1,2,0,0,2,64
10034280,1,0,1,e,4,0,15,1,1,1,2,1,0,2,52
10034281,2,1,1,g,1,1,1,1,0,3,3,0,2,3,74.5
10034282,1,1,2,e,1,0,5,1,1,1,3,1,2,4,26
10034284,3,0,9,h,3,1,1,1,0,1,1,0,2,2,33
10034287,1,0,13,g,2,0,15,1,1,3,3,1,2,2,67
10034289,1,1,8,e,4,1,15,0,1,1,1,0,0,2,56
10034290,1,1,9,e,2,0,5,2,1,3,3,1,2,3,50
10034291,1,0,8,g,3,0,3,2,1,3,3,1,1,2,20
10034293,1,0,11,h,2,0,5,2,1,4,3,0,2,2,22
10034294,1,0,1,f,0,0,1,2,0,3,3,0,1,1,52
10034296,1,0,13,e,0,0,2,1,1,1,1,1,1,1,52
10034297,1,1,6,b,2,0,6,1,0,4,3,0,2,3,57
10034299,1,1,8,f,1,0,3,1,1,3,3,1,2,2,68
10034300,1,1,1,g,3,0,7,2,1,3,3,1,0,2,23
10034302,1,1,1,g,1,0,5,1,0,1,3,0,2,3,21
10034303,1,0,8,g,0,0,2,1,0,1,1,0,2,2,21
10034304,1,0,9,e,0,0,0,1,1,3,3,1,1,4,22
10034305,1,0,2,d,3,0,15,1,1,3,3,0,2,2,31
10034306,2,1,6,g,0,1,15,1,0,4,3,0,1,4,31
10034309,1,0,14,e,0,0,9,0,1,1,1,0,0,2,54
10034310,1,1,1,e,3,0,4,1,0,3,2,0,2,3,72
10034311,1,0,7,d,4,1,9,2,1,3,3,1,3,1,62
10034312,1,0,20,d,0,0,2,0,0,1,1,0,0,4,33
10034313,1,0,5,e,0,1,6,1,0,3,3,0,1,3,28.5
10034314,1,1,4,f,2,0,15,1,1,3,2,1,1,2,75
10034316,1,0,11,e,0,0,3,0,0,1,3,0,0,2,23
10034317,1,0,1,e,4,0,8,1,0,3,3,0,0,1,28
10034318,1,0,1,d,0,0,9,1,0,3,3,1,2,3,24
10034320,1,0,3,d,3,0,3,1,0,3,3,0,0,2,20
10034322,1,0,17,f,0,0,5,1,0,2,3,1,0,1,33
10034323,1,0,10,g,0,0,3,2,1,3,3,0,2,1,29
10034324,2,1,8,e,2,1,8,2,1,3,3,0,0,2,54
10034326,1,1,4,g,1,0,1,1,0,3,3,1,2,4,56
10034327,1,1,7,g,4,0,7,1,1,2,3,0,2,1,36
10034329,1,1,3,g,4,1,1,1,1,1,1,1,2,1,42.5
10034331,1,0,1,h,4,0,7,1,0,3,3,0,2,2,25
10034332,1,1,4,d,0,0,2,2,0,1,2,1,1,3,53
10034333,2,1,8,e,3,1,15,1,0,1,1,0,2,3,32
10034334,1,1,4,f,2,0,5,1,1,3,3,1,0,2,23
10034335,1,1,2,e,3,0,15,1,0,2,3,0,2,3,57
10034336,1,1,4,d,0,0,6,1,0,1,1,1,2,1,29
10034338,1,0,2,e,2,0,2,2,1,3,3,1,1,4,47
10034341,1,1,3,e,0,0,15,1,1,3,3,1,1,3,32
10034343,1,1,11,f,4,0,1,1,1,3,3,1,1,4,75
10034344,2,1,12,f,1,1,3,1,1,4,3,1,2,3,73
10034346,1,1,8,f,1,0,15,1,1,2,2,0,2,2,46
10034347,1,0,1,f,1,0,8,2,1,3,3,1,2,3,23
10034350,1,1,4,e,0,0,3,1,1,1,1,1,1,1,37
10034353,1,1,1,g,3,0,9,1,0,3,3,0,0,3,25
10034354,2,1,7,f,4,1,1,2,0,4,3,0,1,3,68
10034355,1,0,6,e,4,0,1,1,1,2,2,1,2,3,32
10034356,1,1,2,e,2,0,9,1,0,3,3,1,1,2,75
10034358,2,1,1,e,1,0,12,1,1,2,2,1,2,3,64
10034359,1,0,5,f,3,0,2,2,0,3,3,1,2,1,24
10034360,1,1,13,f,1,0,15,1,0,3,3,1,2,3,57
10034361,1,1,2,e,0,0,1,1,1,1,3,1,2,3,63
10034362,2,1,19,d,1,1,15,1,0,2,2,0,2,4,75
10034363,1,1,10,e,4,0,2,0,0,1,3,0,0,2,54
10034366,2,1,2,d,3,1,15,1,1,3,3,0,1,3,55.5
10034367,1,1,8,g,4,1,11,2,1,3,2,1,2,4,44
10034368,1,0,1,e,3,0,3,1,0,3,3,0,0,1,21
10034370,1,1,6,f,4,0,4,1,1,4,3,0,1,3,31
10034372,1,1,5,e,1,0,8,1,0,2,2,0,0,2,57
10034373,1,0,5,f,1,0,8,1,1,3,3,0,2,3,24
10034377,1,0,1,e,3,0,4,2,0,1,2,0,1,3,50
10034382,1,1,4,e,0,0,2,1,0,1,1,1,2,2,43
10034383,1,1,19,c,2,0,3,0,0,2,2,0,0,3,64
10034384,1,1,2,g,4,0,9,1,0,1,2,0,2,3,59
10034386,1,1,4,e,0,0,8,1,1,4,3,1,2,3,41
10034387,1,1,2,f,0,0,6.09394972975809,1,1,1,1,0,2,3,54
10034388,1,0,3,e,0,0,2,2,1,2,3,1,3,3,23
10034389,1,0,8,g,0,0,1,1,0,2,3,1,0,1,61
10034394,1,0,16,e,0,0,1,0,0,1,1,0,0,1,37
10034395,1,1,1,g,3,0,15,2,0,4,3,1,0,2,49
10034396,2,1,1,f,0,1,2,1,1,2,2,1,2,1,68.5
10034397,1,1,7,g,0,0,6,1,1,1,2,1,1,2,50
10034398,2,0,1,f,3,0,4,1,0,3,2,0,2,2,26
10034399,1,0,4,f,1,0,4,1,1,3,3,1,1,4,28
10034400,2,1,11,g,1,1,3,1,1,3,2,1,1,4,63
10034401,1,1,20,d,0,0,0,0,0,1,1,0,0,2,22
10034402,2,1,12,d,2,0,10,1,0,4,3,0,2,4,45
10034403,1,0,7,d,1,0,7,1,1,2,3,0,0,2,72
10034405,1,1,4,d,4,0,6,2,1,1,2,0,3,1,32
10034407,2,0,9,d,3,1,4,1,1,3,3,0,2,1,30.5
10034409,2,1,2,d,2,0,15,1,0,3,3,0,0,3,64.5
10034410,2,0,2,e,2,1,4,2,1,3,3,1,0,3,26.5
10034411,1,0,10,f,0,0,6,2,0,1,3,1,1,3,36
10034414,2,1,21,g,3,1,8,0,0,3,3,0,0,3,48
10034415,1,1,11,f,4,0,11,2,1,2,3,0,0,2,34
10034416,1,1,12,f,0,0,0,1,0,2,2,0,2,3,29
10034417,2,1,6,f,4,1,15,1,0,3,2,0,2,3,61
10034418,1,0,7,e,4,0,2,2,1,3,3,1,2,3,24
10034419,1,1,3,g,1,0,15,1,1,4,3,1,0,2,53
10034421,2,1,6,e,4,0,4,1,1,1,3,0,1,3,25.5
10034422,1,1,1,d,4,0,3,1,1,3,3,1,2,1,34
10034424,1,0,19,e,3,0,15,1,1,2,1,0,2,1,56
10034425,1,0,1,f,0,0,12,1,0,3,3,1,1,2,27
10034429,1,1,4,f,0,0,8,1,1,1,1,1,2,2,45
10034430,1,0,9,e,0,0,4,1,1,1,3,1,2,1,29
10034433,1,0,15,c,4,0,10,0,0,3,3,0,1,4,27
10034434,1,0,5,e,1,0,3,1,1,3,3,1,2,3,66
10034435,1,0,2,f,0,0,5,2,1,1,1,0,3,1,20
10034439,1,1,16,f,1,0,10,0,0,4,3,0,0,4,72
10034441,1,1,11,f,3,0,5,1,1,3,3,1,0,4,70
10034443,2,0,9,f,3,0,2,2,0,1,2,0,3,3,18
10034444,2,1,9,e,4,1,5,1,1,1,3,1,1,3,70.5
10034447,1,1,8,f,0,0,4,1,1,1,1,1,2,1,51
10034448,1,0,9,d,4,0,1,1,0,2,2,0,2,1,28
10034450,1,1,1,e,4,0,9,1,1,2,3,1,2,4,53
10034457,2,1,3,e,0,1,8,1,0,3,3,1,2,4,34
10034458,1,1,13,e,0,0,6,0,0,1,3,0,0,2,23
10034459,1,1,7,e,0,0,0,1,0,1,2,1,2,1,35
10034460,1,0,2,f,0,0,3,2,1,1,1,0,3,2,24
10034461,1,1,8,e,2,0,3,1,0,2,3,0,0,1,66
10034462,1,0,1,d,2,0,3,1,0,1,2,0,2,3,27
10034464,1,1,10,d,2,0,15,1,1,1,3,1,2,3,62
10034465,1,1,0,g,0,0,4,2,1,2,3,1,3,3,28
10034468,3,1,7,f,3,1,10,1,1,1,3,1,2,3,34.5
10034469,1,1,10,e,2,0,11,1,0,3,3,1,1,3,75
10034472,1,0,1,e,2,0,2,1,0,3,3,0,2,2,37
10034473,1,0,2,e,0,0,6,1,1,3,3,1,2,1,29
10034475,1,1,8,f,4,0,7,1,1,2,3,1,2,3,49
10034476,1,0,9,d,0,0,3,1,0,2,2,0,1,2,44
10034477,1,1,7,e,0,0,8,1,0,3,3,0,2,3,74
10034480,2,0,2,h,2,1,4,1,0,3,3,1,2,4,58
10034481,1,0,8,e,4,0,7,2,0,1,1,0,1,2,23
10034483,2,1,8,f,4,1,9,1,1,3,3,1,1,4,35
10034484,2,1,2,e,0,1,3,2,0,2,2,1,1,3,24
10034485,2,1,3,g,3,1,4,1,1,3,3,1,0,4,37
10034486,1,1,1,d,3,0,11,1,1,3,3,1,2,4,60
10034487,2,1,16,f,4,1,1,0,0,1,2,0,0,2,46
10034488,1,0,11,f,3,0,1,0,1,3,3,0,0,2,22
10034490,2,1,7,h,2,1,15,1,0,1,1,0,1,2,54
10034492,2,1,1,e,3,1,2,1,0,3,3,1,2,2,57.5
10034494,1,0,4,f,0,0,2,0,0,2,2,0,0,2,20
10034495,1,1,16,e,0,0,15,1,1,1,1,0,1,1,38
10034496,2,1,2,e,1,1,5,1,1,2,3,1,1,3,73.5
10034499,1,0,7,d,0,0,6,0,0,3,2,0,0,2,51
10034500,1,0,18,e,4,0,2,0,1,1,1,0,0,3,52
10034502,1,1,10,e,0,0,15,0,1,2,3,0,0,2,35
10034503,1,1,11,e,1,0,15,0,0,3,3,0,2,2,73
10034505,1,1,3,e,2,0,3,1,0,3,3,1,1,2,23
10034507,1,1,6,f,0,0,2,2,0,1,1,0,3,2,44
10034508,1,1,8,e,2,0,1,2,1,3,3,1,0,2,36
10034512,2,1,7,e,1,1,15,1,0,4,3,0,2,3,66
10034513,1,1,16,e,4,0,0,0,1,1,1,0,0,2,25
10034514,2,1,2,e,3,1,3,1,1,3,3,1,2,1,44.5
